,D√ÅTUM,Halottak kora
17,2021-03-13 00:00:00,"[95, 60, 75, 80, 80, 40, 70, 85, 85, 95, 85, 80, 75, 60, 90, 85, 95, 85, 75, 90, 100, 45, 60, 85, 70, 60, 65, 85, 60, 80, 80, 70, 75, 55, 65, 80, 80, 80, 85, 55, 70, 80, 60, 70, 75, 85, 75, 90, 65, 70, 45, 75, 65, 80, 70, 85, 45, 45, 65, 70, 65, 75, 70, 65, 70, 70, 70, 75, 80, 80, 85, 35, 90, 90, 85, 65, 90, 95, 80, 85, 85, 60, 85, 75, 75, 50, 70, 75, 55, 90, 70, 70, 55, 80, 95, 70, 75, 65, 60, 90, 85, 85, 70, 65, 70, 60, 70, 95, 65, 95, 65, 85, 75, 85, 75, 70, 75, 80, 80, 55, 55, 85, 80, 80, 65, 65, 75, 65, 65, 90, 55, 70, 50, 80, 90, 95, 80, 85, 85, 65, 80, 60, 55, 70, 55, 75, 80, 55, 80, 75, 80, 75, 65, 95, 85, 85, 85, 95, 65, 95, 90, 75, 90]"
18,2021-03-12 00:00:00,"[90, 85, 85, 80, 80, 95, 70, 75, 80, 60, 85, 80, 85, 95, 70, 90, 70, 85, 75, 95, 85, 75, 65, 50, 75, 85, 65, 75, 85, 90, 80, 40, 85, 80, 60, 75, 90, 60, 95, 60, 20, 80, 70, 75, 90, 75, 70, 80, 80, 90, 50, 70, 70, 75, 80, 60, 65, 65, 70, 95, 85, 95, 70, 60, 65, 85, 55, 90, 80, 75, 60, 55, 75, 75, 45, 50, 80, 75, 65, 50, 90, 55, 85, 70, 85, 80, 70, 70, 85, 75, 65, 85, 70, 95, 85, 80, 90, 70, 80, 60, 65, 65, 60, 90, 60, 80, 75, 80, 85, 55, 45, 85, 60, 70, 95, 90, 75, 80, 65, 85, 50, 80, 80, 70, 80, 80, 85, 70, 70, 75]"
19,2021-03-11 00:00:00,"[70, 80, 70, 75, 60, 80, 70, 90, 75, 75, 75, 95, 60, 75, 80, 80, 60, 80, 75, 75, 90, 100, 75, 70, 90, 55, 95, 85, 85, 85, 85, 95, 80, 85, 45, 100, 90, 85, 75, 80, 80, 80, 85, 75, 75, 65, 80, 55, 85, 75, 70, 60, 80, 85, 90, 75, 70, 95, 80, 80, 80, 85, 95, 90, 65, 85, 75, 80, 60, 80, 70, 45, 85, 80, 80, 85, 90, 95, 55, 60, 55, 65, 75, 70, 95, 75, 65, 75, 85, 80, 85, 80, 85, 85, 55, 70, 100, 75, 65, 45, 95, 85, 80, 85, 85, 80, 90, 85, 75, 95, 65, 50, 60, 85, 60, 80, 90, 85, 80, 65, 80, 50, 85, 80, 50, 75, 80, 90, 80, 75, 65, 90, 65, 70, 70, 80, 70, 85, 80, 80, 90, 80, 70, 85, 80, 75, 80, 85, 70, 70, 45, 75, 80, 90, 80, 80, 65, 80, 75, 65, 80, 60, 50, 75, 80, 75, 80, 85, 65, 85, 75, 70]"
20,2021-03-10 00:00:00,"[50, 70, 95, 90, 100, 85, 80, 75, 90, 70, 45, 80, 95, 65, 90, 80, 85, 65, 85, 80, 80, 75, 80, 80, 65, 65, 75, 60, 85, 85, 80, 85, 60, 95, 65, 80, 65, 60, 80, 75, 85, 80, 95, 90, 65, 65, 80, 100, 65, 90, 70, 80, 75, 65, 65, 65, 35, 55, 70, 75, 90, 75, 85, 80, 70, 70, 85, 80, 75, 95, 75, 80, 80, 85, 80, 75, 85, 80, 65, 50, 60, 75, 90, 90, 80, 80, 80, 80, 55, 80, 75, 65, 85, 75, 60, 70, 85, 75, 65, 85, 55, 85, 55, 80, 90, 75, 80, 90, 55, 80, 70, 75, 70, 70, 50, 80, 90, 70, 55, 65, 75, 70, 75, 65, 50, 65, 75, 80, 65, 60, 80, 70, 60, 95, 70, 65, 85, 85, 90, 85, 80, 35, 55, 85, 80, 70, 80, 65, 85, 85, 95, 75, 95, 80, 85, 85, 40, 70, 70, 70, 55, 70, 65, 100, 95, 95, 75, 70, 85, 70, 80, 80, 50, 85, 80, 85, 80, 85, 90]"
21,2021-03-09 00:00:00,"[75, 70, 90, 80, 75, 65, 90, 90, 45, 45, 85, 55, 65, 55, 95, 75, 85, 90, 70, 90, 80, 75, 90, 100, 95, 80, 80, 80, 55, 90, 90, 85, 70, 90, 90, 60, 95, 85, 75, 65, 90, 60, 90, 85, 75, 70, 95, 80, 80, 65, 85, 40, 75, 75, 80, 85, 65, 70, 75, 85, 85, 90, 65, 80, 55, 70, 90, 90, 70, 75, 55, 70, 75, 60, 70, 55, 75, 75, 75, 80, 75, 75, 85, 95, 60, 95, 90, 85, 70, 90, 85, 75, 75, 75, 70, 85, 80, 70, 85, 80, 85, 75, 85, 55, 70, 55, 75, 100, 70, 65, 55, 70, 90, 70, 55, 70, 80, 55, 65, 60, 85, 85, 70, 65, 80, 80, 80, 80, 70, 75, 95, 85, 90, 50, 65, 85, 60, 45, 65, 75, 90, 90, 55, 55, 75, 65, 95, 75, 80, 85, 80, 90, 50, 85, 75, 90, 75, 30]"
22,2021-03-08 00:00:00,"[50, 65, 85, 75, 90, 75, 65, 85, 90, 85, 75, 70, 85, 80, 80, 80, 60, 80, 60, 95, 75, 80, 95, 70, 95, 75, 70, 90, 50, 70, 80, 75, 65, 75, 75, 100, 65, 70, 65, 95, 75, 65, 70, 90, 85, 75, 55, 65, 95, 85, 75, 80, 90, 90, 60, 80, 70, 95, 65, 75, 70, 80, 70, 70, 55, 90, 80, 60, 60, 95, 75, 75, 85, 75, 80, 70, 45, 85, 50, 70, 70, 85, 55, 85, 80, 75, 60, 80, 90, 45, 70, 85, 80, 75, 40, 95, 65, 70, 90, 70, 70, 75, 90, 75, 90, 70, 90, 85, 95, 80, 80, 75, 75, 85, 90]"
23,2021-03-07 00:00:00,"[75, 55, 90, 80, 60, 95, 80, 75, 75, 65, 85, 75, 90, 85, 90, 80, 65, 70, 85, 75, 70, 85, 95, 85, 70, 70, 80, 85, 85, 85, 80, 90, 95, 70, 80, 80, 95, 80, 85, 70, 70, 75, 100, 70, 70, 80, 65, 90, 70, 80, 75, 70, 70, 50, 85, 90, 75, 80, 60, 50, 85, 95, 80, 85, 70, 95, 70, 80, 70, 80, 95, 55, 80, 65, 45, 60, 85, 65, 70, 85, 80, 95, 65, 65, 90, 70, 85, 55, 70, 80, 65, 70, 75, 60, 85, 75, 90, 85, 75, 85, 85, 75, 75, 90, 80, 65, 65, 85]"
24,2021-03-06 00:00:00,"[100, 65, 90, 85, 80, 65, 90, 50, 80, 45, 80, 80, 90, 70, 85, 75, 85, 95, 90, 75, 70, 65, 80, 75, 80, 75, 85, 90, 45, 85, 80, 60, 80, 90, 60, 70, 55, 55, 95, 80, 70, 55, 85, 80, 75, 65, 70, 75, 75, 75, 75, 85, 85, 65, 85, 100, 85, 100, 85, 95, 75, 90, 75, 70, 80, 60, 90, 85, 90, 75, 80, 90, 80, 55, 80, 75, 70, 75, 90, 80, 80, 85, 80, 75, 50, 55, 80, 80, 70, 95, 75, 75, 80, 65, 75, 70, 80, 65, 90, 95, 55, 80, 95, 50, 65, 65, 60, 65, 60, 70, 70, 75, 65, 75, 85, 90, 45, 70, 60, 85, 80, 85, 80, 75, 80, 65, 65, 85, 80, 75, 70, 85, 70, 85, 90, 85, 65, 65, 90, 70, 65, 80, 70, 80, 90, 65]"
25,2021-03-05 00:00:00,"[85, 85, 65, 65, 90, 85, 85, 95, 85, 70, 85, 90, 75, 70, 70, 75, 95, 70, 85, 75, 85, 55, 100, 70, 65, 85, 70, 80, 30, 85, 80, 80, 90, 95, 85, 80, 65, 80, 65, 65, 95, 90, 80, 95, 80, 60, 90, 80, 80, 80, 55, 65, 90, 65, 80, 75, 75, 75, 75, 70, 85, 75, 55, 75, 70, 85, 65, 85, 80, 80, 70, 65, 70, 75, 70, 75, 90, 60, 80, 85, 50, 80, 75, 75, 90, 75, 65, 65, 75, 70, 90, 80, 80, 70, 85, 70, 60, 70, 85, 80, 75, 85, 55, 85, 80, 85, 75, 80, 65, 85, 80, 60, 95, 95, 85, 65, 90, 90, 90, 80, 75, 85, 85, 85, 65, 75, 85, 80, 80, 65, 85, 85, 75, 75, 65, 90, 90, 95, 85, 70, 60, 90, 60]"
26,2021-03-04 00:00:00,"[70, 75, 70, 100, 85, 65, 75, 75, 80, 85, 65, 85, 85, 75, 85, 95, 70, 90, 75, 85, 95, 90, 55, 90, 80, 80, 70, 80, 95, 95, 75, 60, 75, 65, 80, 80, 65, 80, 80, 85, 65, 70, 75, 85, 70, 60, 85, 60, 80, 60, 75, 85, 65, 70, 45, 85, 85, 85, 85, 40, 95, 60, 55, 75, 75, 80, 85, 95, 55, 80, 75, 75, 75, 45, 75, 55, 50, 80, 75, 55, 75, 90, 80, 65, 70, 75, 90, 50, 65, 80, 80, 65, 65, 85, 80, 95, 95, 85, 55, 70, 95, 90, 65, 90, 75, 80, 75, 70, 65, 75, 70, 60, 55, 70, 70, 80, 80, 70, 75, 90, 95, 75, 65, 60, 90, 65, 70, 90, 70, 80, 85, 75, 85, 90, 80, 80, 70, 95, 75, 90, 60, 85, 90, 90, 75, 75, 95, 80, 65, 60, 75, 60]"
27,2021-03-03 00:00:00,"[60, 90, 70, 65, 90, 55, 95, 75, 60, 75, 80, 75, 75, 80, 50, 70, 80, 70, 70, 80, 85, 55, 95, 90, 90, 75, 85, 70, 90, 85, 80, 60, 80, 80, 70, 65, 60, 85, 55, 55, 95, 85, 70, 75, 75, 60, 95, 85, 95, 85, 80, 60, 80, 95, 95, 65, 85, 90, 100, 80, 75, 90, 85, 65, 75, 85, 80, 80, 75, 85, 70, 90, 65, 70, 85, 70, 85, 70, 95, 45, 70, 65, 95, 45, 80, 65, 80, 85, 65, 90, 70, 80, 50, 80, 80, 75, 95, 90, 65, 65, 65, 70, 90, 70, 90, 60, 75, 90, 70, 75, 100, 95, 80, 85, 65, 75, 75, 65, 85, 50, 80, 95, 75, 80, 85, 70, 80, 85, 80, 75, 95, 100, 60, 75, 95, 85]"
28,2021-03-02 00:00:00,"[80, 60, 75, 95, 80, 55, 70, 75, 70, 85, 70, 80, 75, 40, 85, 75, 80, 85, 65, 90, 80, 35, 80, 85, 80, 70, 70, 95, 85, 70, 70, 85, 85, 95, 60, 70, 80, 70, 95, 90, 60, 75, 55, 95, 85, 85, 85, 65, 50, 90, 75, 70, 85, 80, 85, 85, 75, 95, 95, 45, 80, 80, 75, 95, 90, 65, 80, 90, 55, 85, 85, 70, 95, 70, 65, 95, 75, 75, 20, 30, 80, 70, 55, 85, 80, 95, 75, 60, 90, 70, 70, 65, 85, 75, 100, 70, 75, 70, 85, 85, 80, 90, 75, 75, 80, 70, 80, 80, 85, 80, 90, 90, 85, 95, 90, 75, 95, 75, 75, 80, 70, 75, 85, 90, 75, 85, 80, 90, 70, 80]"
29,2021-03-01 00:00:00,"[80, 90, 70, 75, 65, 65, 85, 70, 75, 45, 80, 75, 85, 80, 75, 75, 95, 70, 70, 70, 85, 65, 85, 70, 70, 65, 100, 90, 55, 85, 85, 80, 70, 80, 85, 65, 65, 65, 90, 65, 50, 65, 70, 60, 45, 75, 50, 90, 75, 80, 75, 85, 90, 80, 90, 85, 95, 80, 60, 75, 70, 65, 85, 70, 85, 90, 70, 70, 50, 80, 90, 70, 85, 65, 75, 75, 85, 85, 85, 80, 65, 50, 80, 85]"
30,2021-02-28 00:00:00,"[80, 80, 65, 65, 85, 80, 95, 85, 70, 75, 80, 70, 90, 90, 80, 80, 90, 75, 100, 85, 90, 95, 70, 85, 75, 90, 90, 75, 85, 80, 75, 75, 90, 70, 85, 90, 75, 75, 70, 50, 80, 85, 85, 75, 75, 70, 75, 75, 85, 85, 100, 85, 75, 75, 90, 90, 75, 95, 75, 80, 85, 65, 70, 75, 80, 85, 85, 80, 90, 80, 80, 85]"
31,2021-02-27 00:00:00,"[80, 60, 75, 90, 65, 75, 95, 65, 90, 90, 85, 85, 85, 90, 85, 90, 90, 75, 65, 75, 80, 65, 70, 95, 85, 75, 95, 80, 90, 90, 85, 90, 85, 90, 70, 85, 75, 85, 80, 85, 50, 75, 70, 95, 95, 85, 75, 55, 70, 85, 60, 60, 80, 75, 85, 80, 80, 80, 55, 75, 70, 75, 75, 90, 65, 45, 70, 80, 60, 75, 75, 85, 75, 60, 100, 80, 65, 80, 80, 85, 85, 85, 65, 100, 70, 70, 85, 60, 90, 65, 75, 75, 65, 85, 90, 90, 90, 80, 95, 90, 90, 80, 85, 95, 95, 100, 85]"
32,2021-02-26 00:00:00,"[90, 65, 65, 90, 80, 90, 85, 70, 65, 80, 80, 85, 80, 70, 90, 75, 60, 75, 75, 80, 90, 80, 80, 85, 40, 80, 95, 80, 85, 85, 80, 95, 80, 90, 90, 85, 75, 95, 95, 100, 85, 45, 80, 80, 85, 85, 85, 85, 75, 55, 85, 90, 75, 80, 70, 90, 85, 70, 80, 85, 75, 90, 95, 100, 95, 65, 75, 75, 75, 80, 85, 70, 85, 90, 90, 65, 95, 85, 90, 100, 100, 75, 70, 55, 55, 90, 65, 85, 95, 70, 55, 70, 80, 75, 80, 80, 75, 70, 90, 75, 80, 80, 90, 90, 80, 90, 80, 90, 90, 85, 65, 85, 85, 85, 95, 65, 60, 85, 55, 90, 80, 90, 85]"
33,2021-02-25 00:00:00,"[85, 95, 70, 75, 80, 60, 70, 80, 65, 90, 70, 85, 75, 80, 75, 90, 55, 90, 65, 70, 85, 85, 85, 70, 70, 60, 85, 85, 70, 55, 65, 70, 80, 75, 75, 90, 80, 90, 55, 55, 70, 95, 90, 70, 100, 90, 85, 60, 65, 75, 75, 55, 75, 90, 95, 85, 90, 75, 85, 100, 90, 75, 85, 95, 65, 85, 80, 85, 90, 85, 65, 75, 85, 60, 70, 60, 65, 85, 70, 70, 60, 90, 75, 90, 75, 80, 85, 80, 80, 75, 85, 60, 95, 80, 85, 80, 70, 90, 75, 85, 65, 75, 90, 70, 95, 65, 90, 90, 75, 70, 95, 80, 95, 70, 75, 80, 75, 80, 75, 70]"
34,2021-02-24 00:00:00,"[80, 65, 90, 70, 75, 90, 95, 70, 80, 95, 70, 90, 80, 90, 95, 85, 80, 80, 65, 70, 75, 80, 80, 85, 80, 75, 65, 75, 85, 85, 90, 95, 70, 70, 75, 90, 90, 75, 80, 65, 85, 60, 80, 70, 80, 80, 60, 75, 90, 75, 75, 75, 70, 90, 95, 95, 75, 85, 95, 70, 75, 85, 80, 80, 55, 85, 80, 65, 85, 45, 70, 30, 70, 60, 80, 65, 90, 80, 70, 85, 80, 60, 80, 60, 55, 80, 95, 75, 90, 75, 90, 75, 95, 95, 80, 80, 65, 65, 85, 95, 85, 80]"
35,2021-02-23 00:00:00,"[55, 80, 70, 75, 55, 85, 80, 85, 80, 90, 75, 85, 70, 85, 80, 75, 70, 85, 60, 80, 85, 80, 75, 65, 90, 75, 70, 75, 85, 90, 75, 85, 65, 90, 95, 95, 90, 60, 85, 90, 85, 80, 75, 85, 75, 85, 90, 85, 80, 80, 80, 65, 65, 70, 70, 90, 70, 80, 65, 85, 60, 85, 80, 55, 80, 80, 75, 75, 85, 75, 85, 90, 85, 75, 75, 55, 85, 55, 85, 80, 90, 85, 70, 85, 55, 70, 80, 60, 65, 50, 80, 60, 95, 85, 75, 85, 80, 80, 90, 95, 90, 80, 70]"
36,2021-02-22 00:00:00,"[85, 80, 65, 90, 85, 95, 95, 80, 90, 70, 75, 95, 100, 65, 70, 85, 90, 85, 75, 80, 80, 95, 95, 90, 70, 85, 85, 80, 80, 55, 85, 80, 75, 70, 85, 80, 100, 85, 90, 95, 75, 95, 85, 50, 85, 95, 70, 90]"
37,2021-02-21 00:00:00,"[75, 95, 95, 85, 85, 70, 80, 85, 75, 80, 80, 70, 90, 70, 90, 85, 85, 75, 85, 80, 90, 90, 65, 75, 90, 75, 70, 85, 85, 55, 90, 70, 70, 80, 75, 90, 75, 70, 65, 85, 95, 75, 65, 70, 60, 95, 90]"
38,2021-02-20 00:00:00,"[60, 90, 65, 80, 70, 95, 75, 80, 70, 85, 80, 75, 90, 75, 75, 85, 85, 85, 70, 75, 75, 60, 65, 85, 60, 80, 95, 95, 70, 85, 85, 90, 90, 75, 80, 85, 80, 75, 70, 80, 60, 65, 75, 85, 70, 65, 95, 75, 90, 80, 70, 85, 55, 90, 45, 80, 50, 95, 80, 80, 90, 85, 60, 75, 75, 85, 85, 65, 85, 80, 75, 85, 80, 65, 75, 80, 65, 75, 85, 90, 90, 65, 75, 75, 70, 70, 75, 55, 65, 80, 90, 80, 45, 80, 70, 70, 75, 40, 90, 75, 85, 90, 70, 75, 80, 85, 90]"
39,2021-02-19 00:00:00,"[70, 85, 85, 70, 85, 85, 90, 75, 75, 70, 90, 90, 70, 70, 90, 85, 80, 80, 75, 80, 75, 95, 75, 90, 85, 70, 75, 70, 90, 80, 85, 80, 85, 80, 70, 80, 80, 50, 75, 70, 70, 70, 60, 75, 70, 90, 95, 90, 75, 80, 75, 85, 75, 80, 80, 85, 85, 80, 85, 90, 75, 75, 70, 90, 80, 85, 70, 70, 70, 85, 90, 95, 70, 80, 80, 70, 65, 80, 90, 60, 90, 85, 90, 70, 65, 70, 95, 80, 80, 80, 90, 70, 70, 60, 70, 70, 65, 60, 45, 95, 55, 55, 75, 65, 80, 75, 75, 80, 70, 85]"
40,2021-02-18 00:00:00,"[95, 85, 65, 80, 90, 70, 80, 85, 55, 60, 85, 60, 90, 65, 85, 75, 80, 85, 85, 75, 70, 90, 70, 70, 75, 95, 85, 90, 75, 90, 65, 70, 80, 80, 85, 75, 90, 85, 80, 80, 75, 85, 55, 90, 85, 65, 75, 100, 75, 90, 95, 90, 90, 75, 75, 80, 60, 75, 80, 80, 90, 80, 95, 85, 85, 75, 65, 85, 90, 75, 80, 80, 65, 95, 85, 75, 55, 85, 80, 90, 70, 90, 90, 80, 65, 75, 85, 85, 75, 85, 95, 80, 85, 95, 80, 70, 70, 75, 90, 80, 55, 90, 75, 85]"
41,2021-02-17 00:00:00,"[70, 90, 75, 75, 80, 80, 75, 100, 90, 80, 65, 70, 85, 85, 30, 90, 90, 75, 75, 75, 85, 95, 80, 70, 85, 85, 70, 85, 95, 70, 70, 95, 65, 85, 70, 85, 65, 55, 85, 85, 80, 60, 75, 85, 55, 40, 65, 70, 70, 90, 70, 80, 85, 85, 75, 85, 70, 75, 80, 85, 75, 95, 70, 85, 55, 85, 95, 75, 85, 65, 80, 85, 80, 80, 65, 90, 90, 70, 95, 90, 80, 75, 85, 75, 80, 65, 85, 90, 95, 45, 55, 80, 90, 65]"
42,2021-02-16 00:00:00,"[60, 85, 85, 85, 90, 80, 85, 90, 100, 80, 95, 70, 80, 40, 90, 65, 80, 95, 75, 90, 80, 90, 95, 95, 65, 85, 45, 85, 85, 85, 90, 45, 80, 85, 95, 100, 85, 95, 75, 85, 70, 75, 75, 95, 65, 90, 90, 90, 80, 80, 60, 90, 80, 80, 85, 80, 90, 95, 70, 55, 90, 80, 65, 85, 90, 100, 85, 90, 80, 75, 80, 90, 70, 85, 80, 75, 90, 85, 85, 90, 80, 85, 90, 90, 95]"
43,2021-02-15 00:00:00,"[80, 85, 85, 85, 95, 65, 75, 80, 65, 75, 90, 75, 60, 85, 85, 90, 85, 80, 70, 90, 75, 90, 85, 85, 95, 75, 75, 80, 90, 70, 90, 80, 105, 85, 65, 70, 90, 75, 50, 80, 70, 70, 55, 80, 75, 60]"
44,2021-02-14 00:00:00,"[85, 75, 90, 80, 95, 85, 75, 85, 90, 90, 45, 75, 90, 85, 70, 85, 80, 90, 85, 65, 70, 80, 55, 80, 65, 40, 85, 50, 85, 65, 40, 75, 70, 75, 60, 70, 75, 75, 90, 65, 75, 65, 65, 70, 55, 70, 80, 90, 95, 90, 90, 55, 85, 90, 80, 65, 90, 50, 70, 50, 75, 75, 75, 90, 90, 50, 85, 80, 50, 55]"
45,2021-02-13 00:00:00,"[85, 85, 80, 70, 75, 70, 90, 80, 85, 90, 80, 75, 90, 80, 75, 60, 80, 75, 80, 70, 85, 65, 80, 70, 95, 85, 100, 75, 90, 85, 85, 100, 75, 85, 75, 70, 90, 80, 80, 90, 70, 65, 80, 85, 90, 80, 80, 75, 95, 80, 65, 90, 75, 55, 75, 70, 70, 95, 80, 60, 80, 70, 90, 75, 70, 50, 65, 85, 80, 90, 75, 65, 75, 85, 90, 60, 70, 90, 80, 75, 75, 75, 75, 70, 85, 90, 80, 65, 85, 75, 85, 80, 80]"
46,2021-02-12 00:00:00,"[80, 90, 75, 95, 70, 90, 80, 85, 70, 100, 90, 45, 90, 75, 85, 75, 65, 85, 80, 80, 90, 85, 70, 30, 80, 25, 80, 80, 85, 95, 90, 75, 50, 75, 75, 70, 85, 90, 65, 75, 60, 90, 80, 90, 80, 65, 40, 70, 85, 90, 75, 85, 55, 80, 90, 85, 70, 80, 70, 90, 85, 55, 70, 90, 70, 75, 100, 85, 95, 85, 90, 70, 75, 85, 55, 95, 70, 85, 75, 70, 85, 85, 40, 85, 70, 85, 55, 60, 85, 60, 60, 70, 85, 60, 75, 85, 75, 65, 85]"
47,2021-02-11 00:00:00,"[75, 90, 70, 80, 80, 70, 85, 80, 80, 80, 90, 80, 95, 90, 85, 60, 60, 70, 80, 85, 90, 80, 75, 80, 80, 90, 75, 40, 90, 75, 85, 75, 65, 80, 90, 50, 85, 80, 70, 85, 75, 85, 75, 70, 80, 70, 95, 90, 75, 70, 80, 85, 45, 80, 70, 80, 85, 95, 85, 80, 75, 75, 90, 75, 80, 70, 80, 70, 95, 60, 95, 80, 65, 90, 85, 75, 75, 85, 75, 65, 70, 80, 75, 70, 65, 85, 70, 75, 85, 70, 85, 85, 90, 85, 100, 70, 70]"
48,2021-02-10 00:00:00,"[50, 90, 70, 85, 70, 95, 70, 75, 70, 65, 80, 70, 65, 90, 60, 75, 90, 85, 80, 65, 90, 55, 80, 85, 85, 95, 75, 75, 95, 80, 90, 95, 70, 70, 55, 70, 75, 80, 75, 90, 65, 80, 70, 80, 70, 90, 85, 65, 60, 55, 80, 60, 65, 85, 85, 80, 65, 75, 80, 75, 100, 90, 65, 65, 85, 90, 70, 80, 75, 90, 95, 90, 80, 70, 80, 85, 80, 70, 80, 90, 90, 75, 70, 75, 85, 90, 65, 55, 80, 85, 95, 85, 90, 90, 85, 65, 85, 75]"
