,D√ÅTUM,Halottak kora
49,2021-02-09 00:00:00,"[85, 65, 80, 65, 90, 80, 95, 85, 95, 85, 85, 80, 90, 65, 80, 90, 90, 75, 90, 85, 70, 90, 80, 70, 80, 90, 65, 70, 65, 95, 85, 60, 75, 55, 85, 65, 85, 70, 75, 65, 70, 90, 80, 75, 80, 85, 95, 80, 95, 70, 65, 85, 85, 95, 65, 95, 90, 80, 85, 85, 75, 85, 75, 85, 95, 65, 70, 95, 90, 75, 75, 80, 75, 70, 80, 85, 90, 65, 85, 90, 85, 90, 90, 90, 85, 85, 80, 80, 90, 85, 75, 85, 70, 95]"
50,2021-02-08 00:00:00,"[90, 90, 80, 85, 85, 95, 70, 90, 90, 90, 70, 85, 75, 85, 70, 80, 80, 75, 95, 90, 85, 90, 70, 95, 80, 90, 80, 75, 85, 85, 65, 65, 70, 95, 65, 85, 85, 75, 55, 60, 65, 90, 85, 85, 80, 80, 70, 95, 90, 80, 45, 65, 80, 75, 85, 90, 65, 70, 65, 70, 90, 90, 90, 80, 95]"
51,2021-02-07 00:00:00,"[100, 80, 90, 80, 70, 85, 85, 75, 80, 90, 75, 90, 65, 85, 75, 75, 85, 85, 70, 70, 90, 85, 60, 95, 95, 65, 40, 75, 65, 90, 90, 90, 45, 80, 95, 80, 90, 85, 70, 85, 80, 70, 65, 85, 90, 55, 80, 65, 75, 75, 80, 90, 80, 80, 80, 90, 95, 80, 75, 95, 75, 80, 85, 95]"
52,2021-02-06 00:00:00,"[95, 75, 75, 55, 85, 65, 90, 85, 80, 90, 80, 80, 60, 90, 80, 85, 85, 85, 90, 80, 85, 85, 75, 65, 95, 85, 95, 90, 85, 85, 90, 85, 85, 70, 75, 75, 95, 85, 60, 85, 75, 85, 90, 70, 65, 65, 90, 85, 80, 80, 80, 95, 65, 80, 60, 80, 75, 90, 70, 85, 100, 65, 70, 75, 80, 85, 85, 95, 65, 90, 90, 85, 90, 70, 70, 65, 85, 85, 80, 80, 60, 90, 90, 80, 45, 70, 80, 90, 90, 85, 95, 90, 85, 90, 60, 95]"
53,2021-02-05 00:00:00,"[85, 75, 85, 95, 90, 70, 80, 75, 95, 80, 75, 85, 65, 65, 80, 85, 80, 65, 80, 70, 95, 60, 75, 85, 55, 90, 90, 85, 90, 65, 90, 95, 85, 60, 75, 90, 80, 65, 70, 55, 85, 95, 85, 95, 80, 80, 70, 70, 70, 85, 85, 85, 50, 90, 80, 70, 65, 55, 80, 70, 85, 100, 70, 70, 85, 90, 65, 65, 80, 70, 70, 65, 85, 80, 80, 90, 65, 75, 85, 70, 90, 60, 75, 85, 70, 30, 50, 40, 90, 80, 90, 100, 60, 90, 80, 80, 80, 90]"
54,2021-02-04 00:00:00,"[90, 70, 90, 85, 90, 80, 80, 95, 70, 80, 80, 85, 75, 85, 75, 80, 65, 85, 80, 80, 90, 70, 90, 75, 70, 75, 90, 60, 90, 85, 90, 60, 80, 85, 55, 80, 85, 80, 90, 90, 90, 70, 85, 80, 70, 75, 55, 80, 70, 85, 80, 95, 90, 80, 85, 85, 80, 70, 90, 90, 65, 90, 85, 75, 80, 90, 85, 70, 75, 90, 75, 80, 80, 90, 90, 90, 70, 90, 75, 85, 55, 85, 55, 90, 60, 100, 85, 70, 70, 75, 75, 80, 80]"
55,2021-02-03 00:00:00,"[80, 85, 70, 85, 90, 80, 90, 60, 90, 70, 75, 60, 80, 80, 75, 80, 90, 85, 90, 90, 80, 65, 95, 85, 85, 65, 50, 95, 85, 85, 75, 40, 85, 65, 85, 65, 90, 95, 90, 85, 65, 85, 60, 70, 90, 85, 80, 75, 90, 80, 75, 85, 75, 95, 80, 85, 65, 75, 80, 70, 70, 60, 85, 80, 65, 65, 60, 85, 75, 70, 75, 85, 80, 85, 80, 75, 80, 65, 80, 85, 75, 70, 40]"
56,2021-02-02 00:00:00,"[50, 90, 80, 95, 80, 70, 75, 80, 85, 70, 80, 90, 75, 80, 70, 90, 70, 95, 65, 85, 85, 75, 70, 70, 100, 80, 65, 85, 75, 80, 85, 85, 90, 95, 60, 85, 80, 65, 85, 65, 65, 85, 95, 70, 85, 90, 90, 80, 40, 80, 80, 55, 65, 80, 95, 70, 75, 45, 90, 70, 75, 60, 80, 85, 75, 75, 95, 95, 40, 80, 80, 85, 90, 70, 75, 75, 60, 70]"
57,2021-02-01 00:00:00,"[80, 65, 75, 75, 70, 90, 65, 95, 80, 85, 85, 60, 65, 65, 100, 85, 80, 70, 70, 70, 75, 85, 80, 90, 65, 55, 95, 75, 75, 95, 65, 80, 60, 85, 80, 80, 85, 80, 80, 75, 75, 70, 70, 70, 70, 50, 85, 75, 80, 90, 80, 75, 95, 75]"
58,2021-01-31 00:00:00,"[100, 85, 60, 90, 55, 95, 65, 80, 75, 85, 85, 90, 75, 65, 75, 75, 80, 75, 80, 80, 90, 65, 70, 55, 70, 80, 95, 90, 95, 85, 85, 85, 85, 75, 80, 100, 85, 95, 55, 90, 80, 75, 85, 75, 75, 95, 85, 90, 90, 90, 60, 65, 85, 75, 90, 75, 60, 75, 45, 90, 80]"
59,2021-01-30 00:00:00,"[90, 80, 70, 90, 90, 90, 70, 80, 85, 75, 75, 70, 95, 90, 85, 85, 90, 85, 100, 80, 85, 85, 50, 90, 80, 85, 90, 75, 85, 80, 70, 90, 80, 85, 90, 85, 80, 75, 85, 90, 95, 85, 75, 95, 85, 85, 80, 65, 55, 85, 95, 65, 75, 80, 90, 90, 75, 90, 95, 65, 80, 85, 80, 75, 70, 90, 75, 70, 85, 80, 65, 90, 65, 80, 85, 95, 80, 90, 95, 70, 75, 80, 85, 65, 85, 75, 80, 70, 90]"
60,2021-01-29 00:00:00,"[85, 70, 70, 75, 80, 85, 45, 90, 80, 95, 85, 95, 90, 75, 65, 85, 85, 65, 65, 80, 90, 80, 90, 80, 80, 90, 80, 85, 90, 85, 95, 85, 85, 75, 80, 50, 80, 95, 70, 70, 105, 80, 65, 65, 90, 65, 70, 80, 80, 65, 65, 90, 90, 85, 90, 75, 65, 95, 85, 85, 75, 70, 70, 75, 80, 70, 80, 70, 80, 75, 80, 90, 95, 75, 75, 55, 85, 85, 95, 85, 95, 85, 80]"
61,2021-01-28 00:00:00,"[65, 80, 80, 75, 100, 65, 90, 35, 70, 85, 70, 80, 75, 75, 85, 75, 80, 85, 70, 75, 90, 85, 90, 90, 40, 75, 90, 90, 90, 80, 85, 75, 85, 35, 95, 95, 90, 70, 90, 90, 90, 90, 70, 75, 85, 85, 75, 75, 65, 80, 90, 75, 100, 70, 85, 65, 75, 90, 80, 85, 70, 75, 80, 80, 85, 85, 85, 95, 70, 85, 95, 70, 70, 95, 60, 90, 80, 90, 100, 100, 85, 90, 75, 85, 55, 45, 75, 85, 85, 60, 75, 85, 65]"
62,2021-01-27 00:00:00,"[60, 80, 75, 65, 80, 80, 95, 65, 75, 70, 95, 85, 75, 70, 80, 90, 75, 65, 80, 75, 85, 95, 70, 85, 80, 90, 80, 85, 70, 65, 75, 85, 75, 55, 65, 85, 60, 95, 80, 70, 90, 75, 70, 75, 50, 55, 95, 80, 60, 90, 80, 90, 65, 90, 90, 85, 80, 80, 85, 80, 80, 75, 85, 95, 100, 85, 75, 75, 60, 75, 70, 80, 80, 95, 85, 95, 80, 90, 70, 70, 75, 85, 95, 35, 65]"
63,2021-01-26 00:00:00,"[70, 90, 75, 60, 85, 60, 70, 85, 90, 75, 85, 90, 65, 70, 95, 100, 75, 80, 70, 90, 95, 75, 95, 90, 80, 80, 75, 65, 75, 85, 50, 90, 70, 90, 85, 80, 65, 90, 80, 75, 75, 70, 85, 80, 65, 80, 70, 90, 90, 80, 70, 75, 70, 95, 85, 90, 75, 65, 95, 95, 85, 80, 75, 80, 80, 90, 85, 80, 80, 100, 100, 75, 65, 90, 80, 55, 55, 85, 75, 90, 65, 75, 75, 95, 85, 60, 85, 90, 55]"
64,2021-01-25 00:00:00,"[75, 65, 95, 75, 90, 90, 80, 85, 85, 85, 85, 65, 60, 65, 55, 80, 85, 65, 85, 85, 50, 75, 80, 75, 70, 75, 95, 90, 90, 80, 80, 100, 85, 75, 65, 65, 85, 65, 85, 90, 95, 90, 85, 80, 75, 90, 90, 85, 65, 90, 80, 90, 80, 85, 75, 65]"
65,2021-01-24 00:00:00,"[90, 70, 80, 65, 80, 65, 75, 90, 90, 75, 80, 80, 85, 75, 80, 95, 75, 40, 80, 90, 65, 55, 80, 80, 65, 85, 85, 65, 85, 85, 95, 70, 70, 70, 90, 75, 65, 85, 65, 55, 100, 70, 80, 90, 65, 80, 65, 70, 85, 80, 80, 70, 40, 75, 90, 80, 55, 70, 90, 70, 80, 65, 95, 70]"
66,2021-01-23 00:00:00,"[65, 85, 80, 70, 70, 70, 80, 60, 85, 70, 65, 70, 95, 75, 75, 55, 70, 100, 70, 90, 80, 70, 80, 60, 85, 75, 60, 90, 60, 95, 95, 90, 70, 90, 85, 55, 85, 75, 75, 70, 75, 95, 45, 75, 80, 80, 85, 65, 80, 70, 75, 85, 90, 55, 70, 70, 75, 90, 75, 60, 90, 80, 70, 65, 60, 80, 90, 70, 80, 95, 55, 80, 85, 80, 80, 85, 90, 80, 70, 95, 60, 85, 95, 90, 95, 90, 55, 95, 70, 80, 70, 90, 70]"
67,2021-01-22 00:00:00,"[65, 65, 95, 80, 95, 90, 70, 80, 80, 80, 70, 60, 95, 70, 85, 70, 100, 90, 60, 70, 90, 55, 65, 80, 75, 90, 90, 90, 60, 80, 70, 90, 70, 80, 95, 80, 65, 75, 90, 80, 70, 95, 70, 60, 95, 75, 85, 95, 75, 80, 85, 85, 90, 90, 80, 70, 70, 85, 55, 85, 75, 80, 85, 80, 90, 75, 85, 80, 90, 80, 85, 65, 90, 90, 75, 90, 70, 80, 95, 60, 85, 75, 85, 80, 85, 95, 70, 85, 80, 80, 100, 85, 70, 90, 75, 80, 60, 80]"
68,2021-01-21 00:00:00,"[95, 65, 65, 75, 85, 55, 75, 85, 70, 75, 75, 80, 85, 85, 90, 80, 80, 75, 90, 55, 95, 70, 65, 75, 85, 100, 95, 90, 80, 85, 95, 55, 65, 90, 60, 75, 85, 65, 70, 85, 70, 75, 40, 80, 90, 75, 75, 95, 70, 80, 80, 90, 80, 75, 90, 70, 95, 75, 70, 75, 75, 80, 90, 90, 75, 85, 60, 70, 90, 80, 60, 75, 90, 70, 50, 80, 80, 90, 90, 80, 95, 75, 85, 70, 85, 60, 85, 85, 60, 65, 55, 75, 65, 95, 75, 65, 85, 70]"
69,2021-01-20 00:00:00,"[75, 50, 85, 85, 75, 80, 85, 95, 80, 75, 80, 80, 90, 75, 85, 90, 80, 75, 70, 85, 80, 65, 85, 70, 45, 85, 55, 85, 85, 75, 55, 45, 80, 55, 90, 85, 85, 75, 70, 70, 75, 90, 80, 80, 80, 90, 80, 95, 85, 70, 95, 95, 100, 65, 75, 80, 85, 95, 75, 80, 70, 75, 70, 60, 80, 85, 90, 60, 75, 70, 95, 70, 75, 80, 75, 70, 65, 85, 85, 85, 65, 70, 70, 90, 85, 95, 80, 90, 75, 85, 70, 90, 75, 75, 85]"
70,2021-01-19 00:00:00,"[85, 85, 80, 80, 70, 85, 90, 50, 75, 40, 65, 55, 90, 85, 75, 50, 75, 70, 80, 45, 80, 55, 100, 80, 100, 70, 85, 85, 90, 70, 85, 85, 65, 70, 85, 85, 85, 80, 75, 85, 55, 90, 65, 75, 85, 85, 90, 100, 90, 80, 90, 80, 95, 75, 80, 80, 75, 70, 80, 80, 85, 60, 90, 90, 65, 60, 90, 60, 80, 60, 90, 70, 65, 75, 85, 90, 90, 95, 80, 90, 80, 100, 65, 75, 75, 80, 90, 75, 95, 75, 80, 80, 75, 70, 90, 85, 80, 80, 80, 80, 85, 80, 70, 95, 95, 95, 95, 80, 60, 70, 65]"
71,2021-01-18 00:00:00,"[95, 65, 75, 80, 90, 75, 90, 90, 65, 80, 90, 85, 100, 75, 75, 85, 85, 45, 85, 75, 70, 95, 90, 85, 80, 90, 80, 85, 65, 70, 65, 70, 80, 70, 80, 65, 85, 90, 90, 90, 80, 80, 90, 60, 50, 85, 90, 70, 75, 60, 65, 85, 90, 65, 90, 85, 85, 95, 90, 60, 95, 95, 70, 80, 90, 80, 80, 70]"
72,2021-01-17 00:00:00,"[55, 85, 85, 75, 90, 70, 90, 60, 80, 85, 80, 75, 80, 60, 70, 70, 85, 85, 75, 70, 85, 85, 80, 100, 85, 70, 80, 75, 85, 90, 100, 90, 85, 75, 50, 80, 80, 85, 70, 90, 80, 90, 90, 90, 50, 80, 70, 80, 90, 65, 80, 80, 70, 80, 85, 75, 60, 65, 75, 80, 70, 75, 75, 85, 90, 65, 85, 90, 65, 90, 55, 85, 90, 95, 85, 70, 70]"
73,2021-01-16 00:00:00,"[80, 85, 85, 75, 75, 80, 80, 90, 90, 85, 85, 85, 55, 85, 70, 65, 75, 90, 90, 80, 95, 85, 70, 90, 90, 80, 80, 85, 90, 95, 85, 90, 85, 80, 90, 85, 75, 75, 85, 85, 95, 85, 35, 75, 95, 85, 80, 75, 65, 75, 80, 85, 65, 75, 95, 80, 75, 75, 70, 80, 75, 95, 85, 75, 70, 90, 80, 85, 60, 80, 90, 80, 85, 100, 50, 70, 85, 80, 80, 85, 75, 60, 90, 70, 70, 75, 90]"
74,2021-01-15 00:00:00,"[70, 85, 75, 90, 60, 90, 95, 75, 35, 80, 70, 85, 95, 70, 60, 80, 75, 90, 60, 85, 50, 90, 80, 90, 65, 85, 60, 90, 80, 80, 70, 65, 70, 95, 80, 65, 80, 80, 90, 75, 90, 80, 90, 90, 65, 80, 85, 90, 70, 70, 85, 90, 80, 75, 65, 80, 80, 80, 80, 70, 70, 95, 85, 80, 60, 80, 100, 70, 60, 80, 90, 80, 70, 70, 90, 80, 70, 50, 80, 75, 100, 55, 90, 85, 85, 65, 70, 75, 85, 90, 75, 70, 50, 70, 65, 70, 60, 65, 70, 85, 70, 90, 65, 85, 85, 75, 70, 95, 65, 80, 85]"
75,2021-01-14 00:00:00,"[55, 70, 70, 70, 65, 70, 45, 95, 80, 80, 95, 85, 70, 80, 95, 95, 70, 90, 90, 85, 75, 75, 60, 80, 90, 90, 70, 85, 70, 90, 65, 70, 85, 85, 90, 90, 85, 70, 85, 90, 95, 65, 65, 90, 65, 55, 80, 70, 85, 65, 70, 85, 100, 75, 80, 55, 65, 90, 70, 90, 55, 55, 65, 75, 80, 80, 100, 85, 80, 70, 70, 85, 75, 90, 80, 95, 85, 95, 90, 100, 80, 85, 75, 85, 75, 80, 75, 60, 80, 85, 85, 90, 65, 75, 90, 95, 75, 70, 80, 85, 90, 70, 85, 85, 70, 85, 70, 95, 85, 70, 85, 80, 70, 75, 95, 95, 85, 90]"
76,2021-01-13 00:00:00,"[80, 80, 80, 85, 90, 70, 80, 85, 90, 85, 35, 75, 75, 85, 90, 75, 60, 65, 55, 60, 80, 80, 50, 85, 90, 85, 90, 85, 70, 50, 80, 70, 70, 90, 75, 85, 80, 55, 75, 85, 80, 75, 55, 85, 85, 85, 75, 85, 90, 60, 75, 70, 80, 90, 75, 55, 60, 70, 85, 80, 85, 90, 60, 90, 90, 90, 75, 100, 80, 90, 45, 70, 80, 80, 50, 85, 75, 90, 80, 95, 75, 85, 70, 80, 75, 75, 95, 85, 95, 50, 90, 90, 50, 75, 75]"
77,2021-01-12 00:00:00,"[70, 90, 70, 95, 70, 85, 80, 95, 75, 70, 80, 80, 80, 100, 75, 55, 75, 70, 85, 90, 85, 80, 65, 80, 85, 85, 90, 90, 85, 70, 70, 70, 75, 90, 80, 80, 80, 75, 65, 70, 80, 55, 80, 90, 85, 90, 70, 85, 80, 80, 95, 85, 100, 75, 75, 95, 85, 85, 70, 85, 75, 95, 80, 55, 75, 80, 75, 75, 90, 90, 80, 85, 80, 95, 60, 90, 80, 75, 85, 80, 75, 75, 90, 80, 90, 80, 85, 85, 80, 85, 90, 85, 90, 80, 60, 90, 75, 75, 85, 90, 70, 80, 75, 55, 55, 90, 85, 75, 75, 90, 85, 70, 60, 75, 70, 75, 70, 60, 65, 90, 55, 85, 95, 85, 95, 65, 80, 95]"
78,2021-01-11 00:00:00,"[75, 85, 90, 55, 95, 40, 90, 85, 65, 80, 80, 90, 70, 55, 90, 80, 90, 85, 75, 95, 65, 75, 100, 65, 75, 85, 90, 90, 85, 90, 70, 80, 85, 90, 75, 90, 90, 70, 70, 85, 75, 85, 80, 85, 60, 75, 75, 70, 70, 60, 95, 90, 70, 80, 75, 90, 85, 70, 95, 65, 80, 80, 95, 75, 95, 70, 65, 85, 90, 90, 55, 85, 80, 95, 85, 85, 90]"
79,2021-01-10 00:00:00,"[65, 90, 85, 85, 90, 70, 65, 65, 95, 90, 70, 80, 70, 75, 60, 90, 70, 80, 45, 65, 90, 85, 55, 85, 80, 75, 70, 80, 75, 80, 75, 75, 80, 75, 90, 80, 95, 80, 85, 90, 70, 80, 85, 80, 80, 80, 90, 80, 65, 70, 95, 90, 70, 85, 65, 75, 75, 80, 80, 70, 90, 80, 45, 60, 90, 80, 80, 80, 70, 90, 90, 70, 65, 75, 90, 55, 100, 75, 85, 80, 45, 80, 55, 90, 65, 70, 75, 80, 75, 85, 85, 95, 90, 75]"
80,2021-01-09 00:00:00,"[70, 90, 80, 50, 95, 90, 95, 65, 80, 80, 70, 90, 50, 80, 90, 55, 60, 85, 75, 80, 60, 75, 95, 75, 80, 90, 60, 65, 80, 95, 80, 60, 80, 90, 85, 65, 90, 85, 55, 75, 70, 95, 90, 90, 80, 75, 80, 80, 50, 80, 80, 85, 95, 80, 100, 90, 90, 75, 60, 70, 70, 60, 75, 65, 75, 55, 55, 70, 75, 70, 75, 80, 70, 85, 100, 75, 65, 90, 75, 60, 70, 80, 70, 95, 85, 85, 100, 75, 90, 90, 75, 60, 90, 85, 60, 85, 80, 60, 60, 90, 100, 95, 90, 85, 75, 95, 85, 100, 100, 65, 55, 65, 60, 75]"
81,2021-01-08 00:00:00,"[90, 75, 90, 80, 90, 90, 65, 85, 95, 80, 90, 85, 95, 70, 80, 75, 70, 85, 70, 95, 90, 85, 80, 75, 80, 80, 90, 80, 85, 70, 90, 85, 80, 90, 70, 80, 90, 90, 65, 80, 85, 90, 75, 80, 80, 90, 75, 85, 50, 80, 85, 75, 40, 90, 85, 85, 90, 70, 95, 85, 85, 70, 90, 85, 80, 95, 70, 80, 85, 65, 100, 90, 50, 65, 85, 85, 90, 60, 85, 75, 65, 90, 70, 90, 75, 80, 85, 85, 85, 95, 80, 85, 85, 80, 85, 85, 60, 75, 80, 70, 60, 70, 85, 60, 80, 70, 65, 90, 75, 75, 100, 75, 75, 75, 70]"
82,2021-01-07 00:00:00,"[70, 80, 75, 95, 80, 85, 85, 90, 65, 65, 75, 90, 90, 90, 90, 85, 60, 80, 80, 75, 90, 95, 90, 90, 80, 85, 80, 85, 65, 85, 65, 90, 90, 90, 70, 95, 85, 55, 95, 80, 90, 75, 80, 80, 75, 75, 70, 65, 95, 80, 85, 75, 60, 65, 30, 90, 85, 95, 95, 80, 75, 95, 75, 85, 95, 80, 80, 85, 75, 75, 70, 90, 80, 70, 95, 85, 60, 80, 85, 75, 70, 70, 95, 75, 85, 70, 95, 75, 65, 75, 40, 80, 90, 80, 60, 60, 85, 85, 90, 85, 85, 70, 65, 90, 90, 85, 85, 70, 90, 85, 60, 75, 85, 100, 85, 85, 35, 85, 90, 85, 45, 55, 85, 80, 75, 85, 85]"
83,2021-01-06 00:00:00,"[85, 80, 65, 90, 80, 85, 95, 70, 80, 80, 80, 85, 90, 80, 90, 70, 80, 75, 75, 75, 90, 80, 90, 80, 70, 90, 80, 85, 85, 85, 80, 75, 90, 75, 80, 75, 90, 75, 80, 90, 80, 90, 60, 85, 80, 90, 75, 70, 90, 90, 90, 85, 75, 95, 90, 80, 85, 80, 75, 85, 55, 80, 85, 80, 105, 60, 85, 90, 90, 85, 70, 80, 60, 95, 80, 80, 65, 90, 80, 55, 40, 55, 55, 70, 90, 70, 65, 70, 85, 90, 85, 65, 85, 85, 70, 95, 60, 70, 85, 75, 85, 65, 80, 95, 100, 80, 60, 90, 85, 90, 90, 80, 85, 45, 95, 75, 100, 70]"
84,2021-01-05 00:00:00,"[85, 80, 70, 95, 85, 75, 80, 70, 70, 90, 85, 85, 80, 85, 100, 80, 75, 75, 85, 95, 80, 85, 80, 65, 65, 55, 65, 70, 90, 80, 85, 85, 90, 25, 75, 70, 80, 85, 90, 75, 65, 75, 95, 85, 70, 95, 70, 75, 70, 80, 70, 85, 60, 70, 65, 90, 75, 85, 70, 85, 75, 85, 80, 85, 90, 85, 90, 70, 85, 60, 85, 105, 90, 75, 80, 85, 75, 70, 70, 90, 90, 90, 75, 85, 55, 75, 30, 85, 65, 60, 85, 65, 90, 65, 85, 90, 90, 80, 90, 85, 95, 75, 90]"
85,2021-01-04 00:00:00,"[70, 85, 80, 70, 45, 75, 85, 90, 95, 95, 95, 70, 100, 70, 70, 70, 70, 75, 85, 85, 80, 80, 80, 80, 70, 75, 75, 80, 80, 70, 85, 85, 85, 70, 85, 85, 85, 80, 80, 75, 90, 90, 70, 85, 85, 80, 75, 90, 60, 85, 95, 100, 75, 70, 60, 90, 90, 75, 60, 50, 75, 95, 70, 80, 75, 105, 75, 90, 65, 90, 85, 65, 95, 85, 85, 85, 95, 75, 85, 60, 95, 85, 65, 95, 35, 85, 85, 75, 55, 95, 85, 80, 85]"
86,2021-01-03 00:00:00,"[70, 90, 75, 85, 80, 85, 90, 75, 75, 65, 75, 80, 90, 85, 65, 60, 90, 90, 90, 70, 70, 60, 75, 65, 85, 85, 95, 65, 70, 65, 75, 95, 90, 80, 80, 85, 80, 70, 90, 75, 95, 90, 75, 75, 90, 95, 90, 75, 90, 75, 75, 75, 50, 90, 85, 85, 65, 70, 80, 70, 55, 50, 90, 75, 65, 80, 90, 50, 85, 95, 80, 90, 70, 80, 85, 90, 80, 85, 95, 80, 60, 70, 85, 85, 90, 60, 90, 85, 75, 85, 60, 80, 75, 70, 80, 75, 80, 90, 85, 90, 45, 90, 75]"
