,D√ÅTUM,Halottak kora
87,2021-01-02 00:00:00,"[80, 80, 70, 95, 85, 70, 95, 70, 90, 60, 85, 80, 75, 70, 85, 80, 90, 55, 70, 90, 75, 70, 90, 75, 90, 85, 75, 100, 85, 65, 70, 95, 80, 70, 60, 75, 80, 95, 60, 80, 95, 45, 80, 75, 85, 70, 85, 60, 90, 85, 70, 75, 95, 55, 90, 85, 80, 70, 75, 35, 95, 90, 75, 80, 90, 70, 90, 90, 80, 100, 70, 60, 85, 85, 70, 85, 95, 65, 80, 80, 90, 80, 85, 80, 95, 100, 85, 80, 90, 100, 85, 80, 85, 60, 70, 85, 85, 60, 80, 80, 80, 85, 75, 60, 65, 85, 70, 50, 85, 90, 80, 65, 70, 65]"
88,2021-01-01 00:00:00,"[100, 80, 75, 70, 70, 75, 65, 95, 90, 75, 80, 75, 70, 65, 85, 80, 70, 70, 95, 90, 80, 90, 95, 70, 90, 80, 55, 90, 65, 75, 85, 90, 85, 80, 50, 75, 70, 85, 80, 90, 85, 80, 50, 80, 90, 70, 80, 95, 80, 85, 85, 75, 70, 60, 80, 85, 85, 90, 50, 80, 95, 85, 80, 95, 50, 30, 85, 95, 70, 100, 85, 85, 85, 100, 75, 90, 95, 95, 70, 75, 80, 95, 90, 85, 90, 85, 70, 85, 85, 75, 80, 70, 90, 65, 75, 90, 65, 90, 85, 75, 85, 80, 65, 85, 85, 75, 50, 70, 60, 75, 80, 75, 85, 80, 90, 80, 55, 60, 65, 90, 80, 55, 60, 75, 90, 65, 70, 65, 85, 85]"
89,2020-12-31 00:00:00,"[80, 55, 85, 90, 80, 70, 65, 70, 80, 100, 85, 80, 80, 95, 85, 80, 75, 75, 75, 70, 65, 80, 60, 75, 75, 85, 95, 55, 65, 95, 85, 85, 55, 85, 90, 50, 75, 85, 85, 60, 80, 90, 85, 80, 90, 70, 90, 90, 75, 50, 75, 85, 70, 85, 75, 100, 75, 70, 75, 50, 60, 75, 95, 90, 100, 75, 80, 90, 70, 100, 85, 80, 75, 60, 85, 95, 95, 60, 70, 80, 70, 75, 85, 90, 40, 75, 90, 90, 85, 90, 75, 85, 75, 75, 70, 65, 50, 70, 65, 95, 80, 90, 80, 80, 80, 85, 60, 75]"
90,2020-12-30 00:00:00,"[85, 80, 90, 90, 85, 85, 75, 90, 60, 90, 65, 95, 75, 70, 80, 90, 75, 90, 80, 65, 85, 85, 90, 65, 90, 100, 90, 80, 75, 85, 95, 85, 80, 85, 75, 85, 80, 80, 90, 80, 90, 75, 60, 85, 75, 80, 75, 80, 90, 70, 80, 80, 85, 85, 85, 80, 70, 75, 70, 80, 70, 85, 90, 90, 80, 80, 90, 90, 85, 85, 95, 85, 70, 90, 85, 95, 85, 80, 95, 80, 75, 90, 65, 85, 85, 85, 85, 70, 90, 65, 95, 60, 65, 85, 85, 80, 70, 60, 65, 85, 70, 90, 80, 90, 85, 80, 80, 95, 85, 80, 60, 75, 75, 75, 75, 90, 65, 90, 90, 75, 65, 85, 70, 90, 80, 70, 100, 85, 75, 85, 70, 70, 60, 85, 90, 65, 100]"
91,2020-12-29 00:00:00,"[80, 85, 75, 85, 75, 95, 85, 90, 95, 80, 65, 60, 75, 75, 65, 75, 60, 60, 90, 75, 80, 65, 80, 70, 70, 65, 85, 85, 85, 85, 65, 65, 70, 90, 80, 95, 90, 80, 85, 90, 90, 80, 75, 85, 95, 95, 90, 45, 70, 95, 85, 95, 85, 60, 100, 95, 85, 80, 75, 95, 55, 95, 90, 85, 85, 70, 75, 95, 80, 90, 80, 75, 75, 70, 75, 65, 45, 90, 85, 85, 50, 90, 65, 75, 65, 90, 90, 90, 85, 75, 90, 75, 75, 65, 80, 80, 75, 75, 30, 80, 90, 75, 75, 90, 90, 80, 85, 60, 65, 90, 80, 90, 70, 70, 90, 75, 65, 60, 80, 85, 90, 90, 70, 75, 45, 95, 80, 70, 95, 95, 65]"
92,2020-12-28 00:00:00,"[90, 85, 90, 85, 90, 80, 85, 95, 85, 95, 80, 85, 75, 85, 95, 85, 65, 100, 55, 90, 70, 80, 90, 70, 90, 55, 65, 65, 75, 60, 75, 85, 75, 80, 85, 85, 80, 95, 70, 80, 80, 85, 60, 85, 90, 80, 95, 50, 75, 75, 85, 80, 80, 95, 95, 80, 65, 80, 85, 75, 65, 90, 70, 65, 85, 80, 75, 55, 90, 85, 55, 90, 60, 65, 85, 75, 70, 75, 90, 45, 65, 65, 60, 85, 75, 70, 85, 80, 75, 70, 80, 70, 85, 35, 65, 80, 65, 70, 85, 65, 85, 80, 60, 90, 55, 75, 75, 80, 90, 75, 80, 95, 65, 90]"
93,2020-12-27 00:00:00,"[80, 65, 55, 85, 80, 65, 85, 90, 60, 85, 90, 90, 85, 75, 90, 75, 90, 80, 105, 65, 75, 70, 70, 60, 95, 70, 70, 75, 85, 85, 70, 70, 85, 80, 80, 95, 70, 70, 85, 90, 95, 50, 85, 75, 80, 75, 85, 95, 80, 75, 50, 80, 80, 95, 95, 70, 80, 90, 80, 70, 55, 90, 85, 85, 90, 75, 100, 85, 85, 80, 80, 75, 85, 80, 80, 80, 55, 70, 95, 90, 80, 85, 85, 65, 70, 65, 70, 85, 55, 70, 60, 90, 95, 90, 70, 90]"
94,2020-12-26 00:00:00,"[75, 90, 95, 90, 80, 90, 80, 90, 90, 80, 95, 85, 85, 80, 70, 70, 90, 90, 90, 100, 60, 85, 90, 85, 70, 80, 60, 80, 80, 80, 60, 85, 70, 100, 90, 70, 80, 80, 90, 70, 80, 60, 75, 60, 85, 75, 80, 80, 70, 85, 70, 95, 70, 85, 75, 85, 80, 95, 55, 90, 90, 85, 85, 75, 70, 60, 70, 85, 90, 85, 75, 85, 95, 80, 65, 85, 85, 70, 80, 70, 55, 90, 90, 85, 90, 55, 65, 80, 90, 90, 80, 65, 85, 95, 85, 90, 90, 70, 70, 80, 80, 95, 90, 85, 80, 75, 70, 65, 60, 70, 70, 100, 60, 70, 95, 90, 90, 90]"
95,2020-12-25 00:00:00,"[80, 85, 65, 70, 70, 75, 65, 90, 80, 85, 65, 80, 80, 85, 70, 85, 70, 70, 95, 85, 90, 95, 85, 65, 75, 95, 75, 95, 90, 95, 75, 85, 85, 95, 70, 75, 85, 65, 75, 90, 95, 85, 95, 80, 95, 70, 70, 85, 90, 75, 80, 50, 30, 90, 75, 75, 90, 100, 90, 80, 80, 90, 90, 70, 90, 85, 75, 90, 75, 65, 85, 85, 75, 90, 80, 85, 70, 65, 70, 90, 80, 90, 70, 55, 75, 55, 55, 90, 75, 70, 80, 70, 50, 50, 75, 75, 55, 90, 60, 70, 70, 75, 90, 100]"
96,2020-12-24 00:00:00,"[85, 65, 95, 85, 80, 90, 90, 90, 70, 75, 55, 90, 70, 55, 80, 55, 90, 90, 85, 50, 90, 85, 90, 90, 85, 85, 85, 75, 45, 85, 80, 90, 70, 85, 80, 85, 80, 95, 65, 80, 80, 95, 60, 85, 55, 85, 55, 80, 100, 65, 60, 60, 65, 70, 90, 80, 75, 90, 75, 70, 75, 75, 85, 80, 95, 85, 70, 85, 80, 70, 75, 90, 80, 75, 85, 70, 85, 60, 70, 90, 70, 75, 90, 90, 80, 80, 90, 55, 65, 60, 90, 90, 60, 75, 70, 95, 80, 85, 55, 55, 90, 60, 90, 95, 75, 75, 90, 65, 85, 75, 90, 80, 80]"
97,2020-12-23 00:00:00,"[85, 80, 70, 80, 75, 85, 60, 85, 75, 85, 75, 95, 95, 70, 80, 70, 70, 80, 80, 80, 85, 105, 85, 70, 75, 80, 100, 90, 80, 95, 90, 100, 65, 70, 85, 90, 70, 70, 90, 80, 80, 75, 95, 60, 75, 90, 85, 80, 95, 65, 75, 85, 60, 65, 65, 95, 75, 85, 70, 65, 55, 90, 70, 70, 55, 85, 85, 65, 75, 75, 85, 80, 80, 70, 80, 60, 90, 80, 50, 85, 60, 60, 75, 65, 70, 85, 70, 70, 80, 75, 75, 85, 75, 90, 70, 85, 70, 85, 85, 65, 75, 75, 85, 70, 70, 65, 60, 80, 80, 60, 90, 65, 70, 55, 90, 70, 90, 80, 80, 85, 55, 70, 65, 95, 30, 75, 60, 85, 80, 80, 85, 90, 65, 65, 70, 65, 65, 70, 80, 75, 85, 65, 90, 70, 75, 90, 95, 85, 85, 85, 95, 65, 75, 80]"
98,2020-12-22 00:00:00,"[95, 65, 65, 90, 85, 70, 85, 65, 90, 85, 65, 95, 80, 95, 95, 70, 90, 55, 60, 75, 85, 75, 90, 75, 75, 80, 70, 85, 65, 70, 80, 100, 70, 90, 75, 80, 95, 75, 95, 70, 90, 70, 75, 70, 70, 75, 85, 75, 85, 95, 80, 80, 90, 95, 85, 90, 90, 90, 85, 80, 90, 75, 75, 75, 60, 80, 70, 95, 80, 70, 80, 75, 70, 95, 65, 80, 95, 75, 90, 85, 75, 70, 75, 85, 80, 75, 80, 100, 80, 55, 80, 85, 70, 90, 80, 90, 60, 90, 65, 95, 80, 90, 55, 80, 85, 90, 80, 85, 65, 80, 90, 85, 85, 90, 80, 75, 65, 65, 85, 80, 90, 90, 75, 70, 90, 80, 80, 75, 100, 95, 55, 65, 85, 90, 85, 80, 80, 75, 75, 85, 80, 65, 85, 80, 75, 75, 85, 70, 90, 75, 65, 60, 70, 90, 75, 100, 85, 90, 75, 65, 65, 80, 85, 70, 85, 80, 90, 80, 85, 90, 85, 85, 90, 90, 75, 80, 90, 85, 95, 60]"
99,2020-12-21 00:00:00,"[85, 85, 85, 75, 85, 95, 90, 40, 70, 80, 70, 85, 85, 85, 100, 90, 80, 70, 85, 80, 65, 105, 95, 90, 80, 95, 90, 80, 65, 80, 90, 85, 95, 90, 90, 85, 95, 70, 75, 85, 65, 85, 65, 70, 90, 65, 70, 85, 65, 95, 85, 85, 95, 85, 80, 95, 85, 90, 85, 70, 75, 85, 50, 85, 80, 70, 90, 75, 90, 95, 85, 75, 85, 80, 90, 85, 90, 80, 85, 80, 75, 80, 55, 75, 90, 75, 85, 70, 70, 75, 100, 75, 65, 90, 65, 65, 75, 80, 75, 95, 90, 65, 90, 80, 95, 25, 80, 90, 70, 90, 85, 75, 80, 90, 90, 70, 85, 75, 90, 80, 70, 80, 75, 90, 75, 90, 80, 85, 80, 70, 95, 85, 80, 95, 75, 80, 90, 80, 75, 75, 60, 75, 90, 80, 80, 80, 80, 70, 80, 65, 100, 80, 105, 60, 70, 80, 80, 55, 85, 75, 65, 60, 70, 85, 30, 80, 80, 65, 90, 80, 85, 75, 90, 70, 70, 75, 85, 75, 75, 75, 85, 90, 85]"
100,2020-12-20 00:00:00,"[65, 85, 100, 85, 65, 70, 90, 85, 90, 30, 65, 65, 80, 65, 85, 60, 80, 70, 90, 50, 70, 85, 85, 60, 40, 85, 95, 60, 85, 65, 80, 85, 90, 75, 80, 75, 80, 70, 60, 65, 80, 90, 85, 75, 60, 85, 90, 75, 95, 75, 80, 80, 75, 90, 75, 85, 85, 95, 75, 75, 75, 80, 75, 75, 95, 90, 85, 80, 90, 65, 90, 90, 70, 90, 75, 85, 95, 70, 80, 90, 95, 90, 85, 90, 65, 105, 80, 80, 50, 80, 70, 75, 95, 90, 85, 85, 50, 100, 90, 80, 85, 80, 95, 80, 70, 80, 80, 75, 70, 85, 70, 75, 75, 95, 70, 90, 50, 95, 85, 90, 100, 90, 65, 85, 95, 75, 80, 70, 70, 70, 65, 85, 65, 70, 70, 85, 85, 90, 80, 65, 80, 90, 70, 75, 85, 90, 75, 60, 60, 85, 85, 90, 70, 100, 55, 90, 80, 65, 90, 80, 75, 80, 65, 90, 90, 90, 70, 70, 60, 65, 55, 75, 85, 80, 85, 65, 60, 90, 70, 90, 70, 95, 65, 65, 90]"
101,2020-12-19 00:00:00,"[75, 90, 80, 80, 70, 90, 85, 70, 100, 65, 95, 75, 65, 75, 90, 90, 75, 45, 70, 60, 90, 60, 70, 75, 85, 85, 85, 95, 65, 80, 70, 70, 80, 75, 75, 100, 75, 80, 95, 60, 85, 50, 70, 85, 75, 95, 65, 70, 80, 85, 80, 75, 85, 80, 95, 80, 85, 75, 75, 70, 55, 85, 85, 80, 95, 85, 95, 60, 95, 85, 75, 80, 70, 85, 85, 75, 85, 75, 75, 80, 85, 85, 75, 80, 75, 85, 70, 75, 90, 95, 95, 80, 90, 90, 95, 70, 90, 65, 75, 50, 70, 90, 90, 95, 95, 80, 60, 95, 70, 75, 70, 95, 95, 90, 85, 90, 100, 90, 90, 60, 85, 90, 85, 75, 60, 75, 80, 100, 85, 95, 95, 85, 80, 70, 75, 65, 85, 75, 65, 90, 80, 80, 65, 75, 80, 85, 85, 85, 90, 70, 90, 80, 70, 60, 70, 100, 70, 75, 65, 70, 80, 50, 70, 55, 65, 75, 75, 80, 75, 60, 75, 75, 85, 85, 85, 65, 75, 55, 100, 90, 80, 70, 85, 95, 85, 95, 80, 80, 70]"
102,2020-12-18 00:00:00,"[75, 95, 75, 75, 90, 90, 80, 50, 70, 65, 75, 90, 80, 80, 85, 75, 75, 100, 85, 80, 75, 85, 80, 90, 90, 85, 75, 95, 85, 80, 50, 85, 85, 70, 85, 80, 75, 90, 90, 60, 80, 85, 90, 90, 85, 55, 80, 65, 60, 55, 90, 85, 90, 90, 80, 85, 60, 65, 70, 90, 70, 70, 55, 70, 65, 65, 100, 85, 85, 95, 95, 85, 65, 85, 75, 70, 60, 85, 85, 80, 80, 80, 90, 90, 65, 85, 80, 65, 75, 65, 75, 85, 75, 85, 70, 90, 95, 80, 90, 70, 90, 95, 90, 90, 70, 70, 65, 65, 85, 80, 85, 85, 95, 75, 70, 75, 90, 75, 95, 65, 90, 65, 90, 80, 70, 95, 20, 80, 35, 75, 85, 60, 70, 70, 90, 80, 50, 85, 75, 65, 90, 55, 70, 85, 80, 60, 75, 50, 75, 85, 70, 70, 90, 75, 75, 80, 75, 70, 90, 70, 70, 95, 85, 80, 75, 80, 80, 85, 75, 80, 35, 90, 80, 90, 95, 75, 90, 65, 65, 70, 80, 80, 65, 75, 75, 90, 65]"
103,2020-12-17 00:00:00,"[75, 80, 60, 75, 95, 100, 90, 85, 60, 75, 75, 80, 55, 90, 90, 90, 70, 65, 95, 90, 75, 90, 70, 85, 90, 90, 70, 90, 80, 65, 90, 70, 80, 50, 55, 85, 80, 75, 80, 90, 75, 80, 90, 70, 70, 75, 60, 75, 80, 90, 95, 80, 90, 85, 95, 80, 100, 75, 70, 80, 85, 85, 90, 55, 80, 70, 65, 60, 85, 85, 70, 75, 75, 40, 95, 75, 70, 95, 70, 80, 55, 65, 65, 90, 95, 85, 95, 65, 60, 70, 80, 65, 90, 85, 90, 75, 95, 85, 70, 80, 80, 90, 60, 85, 95, 90, 75, 80, 60, 90, 85, 70, 70, 95, 95, 75, 70, 65, 95, 80, 80, 65, 65, 80, 70, 90, 80, 90, 80, 35, 75, 70, 90, 75, 95, 95, 70, 70, 75, 80, 90, 75, 70, 90, 80, 70, 70, 80, 90, 75, 75, 90, 90, 75, 85, 90, 65]"
104,2020-12-16 00:00:00,"[70, 80, 70, 60, 85, 85, 85, 80, 60, 90, 85, 70, 80, 85, 85, 75, 90, 95, 80, 100, 85, 75, 80, 85, 70, 85, 90, 70, 80, 60, 85, 80, 90, 75, 85, 75, 85, 95, 75, 75, 70, 80, 85, 70, 45, 80, 85, 95, 85, 30, 90, 80, 80, 90, 80, 90, 70, 90, 85, 85, 90, 65, 80, 80, 70, 70, 85, 75, 90, 80, 85, 85, 90, 90, 85, 85, 95, 85, 65, 90, 85, 95, 75, 90, 55, 50, 85, 100, 90, 80, 65, 85, 80, 70, 75, 75, 65, 75, 85, 90, 85, 65, 85, 90, 70, 85, 90, 90, 90, 60, 70, 90, 65, 65, 80, 70, 90, 85, 80, 90, 85, 75, 90, 75, 65, 85, 85, 100, 90, 80, 90, 85, 75, 80, 95, 75, 75, 75, 70, 85, 85, 80, 90, 80]"
105,2020-12-15 00:00:00,"[85, 75, 85, 90, 75, 80, 75, 85, 85, 80, 80, 90, 70, 90, 85, 95, 60, 85, 80, 90, 85, 70, 90, 90, 85, 60, 80, 70, 85, 85, 75, 85, 90, 85, 75, 95, 50, 70, 65, 85, 75, 60, 90, 75, 80, 80, 75, 65, 85, 85, 65, 75, 90, 70, 75, 90, 85, 80, 55, 70, 85, 85, 85, 85, 60, 75, 85, 75, 80, 90, 80, 70, 75, 65, 85, 75, 70, 80, 90, 80, 65, 90, 85, 85, 75, 65, 75, 80, 65, 95, 75, 70, 85, 90, 95, 70, 80, 55, 70, 50, 75, 90, 60, 75, 80, 85, 55]"
106,2020-12-14 00:00:00,"[60, 70, 75, 85, 45, 75, 90, 100, 65, 65, 70, 95, 75, 50, 90, 75, 85, 85, 60, 75, 70, 85, 90, 90, 75, 85, 80, 90, 75, 85, 90, 95, 85, 45, 95, 70, 95, 70, 80, 80, 80, 90, 80, 85, 80, 70, 80, 80, 80, 80, 65, 95, 50, 85, 95, 45, 50, 85, 75, 100, 65, 80, 85, 65, 85, 85, 85, 70, 80, 85, 80, 65, 90, 95, 95, 95, 80, 85, 90, 100, 80, 80, 80, 55, 70, 60, 80, 85, 85, 70, 90, 70, 80, 60, 95, 55, 85, 80, 90, 65, 75, 80, 95, 80, 65, 85, 80, 95, 80, 80, 80, 85, 85, 60, 90, 75, 90, 95, 70, 90, 85, 80, 65, 80, 95, 70, 95, 70, 70, 65, 80, 75, 70, 80, 65, 80, 75, 90, 85, 60, 75, 80, 90, 90, 80, 55, 80, 55, 80, 75, 50, 85, 90, 70, 65, 65, 90, 70, 75, 80, 75, 75, 50, 70, 90]"
107,2020-12-13 00:00:00,"[65, 90, 80, 70, 90, 95, 70, 70, 65, 80, 85, 90, 95, 95, 90, 90, 95, 70, 80, 85, 90, 80, 80, 75, 85, 85, 55, 90, 65, 90, 70, 95, 90, 90, 85, 85, 80, 85, 70, 75, 80, 80, 90, 90, 90, 75, 75, 80, 65, 65, 85, 90, 85, 55, 85, 90, 85, 70, 85, 85, 75, 85, 95, 70, 65, 70, 70, 100, 75, 85, 90, 70, 70, 90, 50, 80, 80, 100, 65, 85, 80, 90, 75, 85, 80, 85, 80, 95, 85, 85, 70, 85, 65, 85, 75, 60, 75, 90, 75, 75, 95, 70, 80, 80, 45, 90, 45, 85, 70, 80, 90, 75, 90, 65, 80, 80, 85, 60, 70, 95, 80, 80, 80, 80, 90, 70, 90, 65, 80, 95, 75, 85, 80, 70, 95, 95, 85, 85, 75, 75, 80, 80, 75, 90, 80, 55, 75, 65, 85, 70, 85, 95, 65, 85, 65, 75, 65, 60, 75, 60, 90, 50, 85, 80, 95, 100, 80, 55, 60, 80, 90, 70, 80, 100, 80, 95, 85, 70, 90, 80, 50]"
108,2020-12-12 00:00:00,"[85, 85, 70, 80, 70, 40, 75, 60, 90, 85, 70, 95, 65, 85, 85, 70, 65, 90, 80, 75, 75, 90, 75, 85, 90, 75, 90, 95, 80, 75, 75, 75, 90, 70, 95, 60, 85, 80, 90, 80, 80, 100, 95, 60, 55, 95, 50, 85, 90, 55, 90, 80, 75, 90, 95, 90, 85, 80, 80, 80, 95, 85, 85, 90, 90, 80, 80, 90, 75, 95, 55, 75, 90, 75, 75, 90, 95, 95, 85, 75, 90, 80, 80, 85, 80, 70, 90, 85, 80, 90, 85, 80, 75, 80, 75, 45, 85, 80, 70, 70, 70, 70, 85, 65, 90, 100, 90, 55, 70, 75, 65, 90, 80, 90, 80, 95, 90, 85, 80, 75, 65, 70, 95, 90, 75, 60, 80, 80, 85, 100, 75, 65, 65, 50, 85, 75, 85, 65, 75, 90, 70, 90, 75, 70, 30, 85, 60, 85, 80, 90, 80, 95, 80, 100, 85, 90, 90, 70, 90, 85, 45, 80]"
109,2020-12-11 00:00:00,"[75, 90, 80, 95, 90, 75, 55, 65, 70, 75, 95, 95, 90, 90, 95, 80, 95, 85, 80, 50, 90, 70, 40, 80, 65, 100, 85, 85, 75, 70, 65, 75, 85, 85, 75, 80, 85, 95, 95, 75, 80, 85, 75, 80, 85, 95, 50, 95, 85, 100, 80, 80, 75, 65, 65, 65, 80, 85, 75, 85, 70, 50, 75, 65, 35, 85, 70, 65, 80, 80, 80, 90, 70, 80, 90, 95, 95, 85, 85, 75, 90, 90, 85, 95, 75, 70, 75, 95, 85, 45, 85, 75, 70, 65, 65, 90, 65, 90, 75, 85, 80, 80, 70, 95, 70, 70, 70, 55, 80, 45, 95, 85, 80, 50, 85, 85, 60, 75, 70, 70, 80, 75, 80, 70, 80, 45, 90, 65, 70, 65, 80, 90, 70, 60, 70, 45, 75, 75, 70, 80, 70, 75, 80, 80, 80, 85, 55, 85, 70, 70, 80, 95, 80, 95, 100, 80, 90, 80, 80, 35, 80, 80, 65, 65, 75, 75, 70, 95, 75, 90, 85]"
110,2020-12-10 00:00:00,"[70, 55, 65, 90, 95, 75, 85, 80, 85, 75, 85, 80, 65, 90, 75, 80, 55, 80, 80, 70, 80, 90, 70, 80, 90, 95, 65, 80, 80, 95, 95, 85, 70, 60, 80, 75, 65, 75, 85, 90, 60, 65, 65, 85, 65, 95, 65, 90, 85, 25, 80, 90, 80, 90, 90, 70, 75, 75, 85, 60, 60, 90, 80, 90, 75, 70, 80, 90, 65, 85, 95, 75, 65, 95, 95, 65, 75, 85, 85, 70, 85, 80, 85, 85, 70, 85, 65, 80, 85, 70, 65, 65, 80, 90, 90, 70, 85, 90, 80, 90, 70, 80, 90, 80, 65, 75, 85, 80, 70, 75, 65, 55, 60, 75, 45, 90, 65, 85, 95, 85, 90, 75, 75, 100, 70, 70, 90, 60, 70, 85, 75, 90, 75, 85, 65, 80, 80, 45, 90, 90, 60, 95, 90, 65, 70, 50, 75, 80, 95, 95, 80, 85, 60, 90, 85, 55, 55, 60, 80, 70, 75, 95, 85, 90, 75, 80, 75, 70, 70, 90, 90]"
