,D√ÅTUM,Halottak kora
111,2020-12-09 00:00:00,"[75, 60, 80, 85, 65, 65, 75, 50, 65, 90, 90, 85, 80, 85, 55, 65, 50, 30, 85, 45, 70, 80, 65, 80, 65, 65, 80, 70, 95, 90, 80, 80, 90, 95, 70, 85, 80, 85, 90, 75, 95, 65, 90, 70, 85, 95, 85, 65, 90, 85, 50, 75, 75, 85, 85, 55, 65, 90, 60, 85, 80, 90, 70, 80, 85, 80, 70, 100, 80, 90, 85, 95, 95, 95, 80, 95, 65, 80, 75, 85, 70, 80, 80, 85, 85, 95, 65, 85, 80, 75, 85, 85, 85, 75, 50, 90, 85, 55, 85, 90, 90, 90, 75, 85, 50, 60, 70, 90, 85, 65, 80, 90, 95, 85, 75, 90, 50, 75, 80, 90, 95, 100, 90, 55, 80, 80, 75, 80, 80, 70, 65, 60, 70, 90, 80, 75, 90, 70, 80, 65, 80, 85, 65, 75, 70, 95, 60, 85, 90, 85, 70, 90, 85, 90, 75, 85, 90, 75, 60, 75]"
112,2020-12-08 00:00:00,"[75, 95, 80, 75, 60, 70, 85, 75, 55, 95, 75, 70, 90, 80, 50, 85, 95, 50, 95, 95, 105, 95, 85, 95, 70, 90, 60, 75, 95, 75, 75, 85, 85, 80, 60, 65, 85, 95, 85, 75, 80, 80, 75, 70, 75, 95, 85, 80, 65, 85, 80, 90, 95, 80, 75, 90, 75, 85, 90, 60, 65, 75, 90, 90, 85, 70, 65, 85, 95, 80, 65, 70, 40, 85, 75, 70, 85, 90, 90, 90, 60, 75, 90, 65, 85, 60, 85, 80, 75, 95, 90, 90, 75, 105, 90, 80, 80, 85, 90, 75, 90, 80, 95, 60, 95, 85, 75, 90, 75, 70, 80, 85, 90, 95, 85, 90, 90, 70, 85, 65, 70, 60, 75, 65, 70, 55, 80, 85, 65, 75, 60, 85, 85, 95, 45, 70]"
113,2020-12-07 00:00:00,"[60, 85, 85, 95, 100, 75, 90, 75, 60, 90, 95, 90, 80, 85, 75, 85, 65, 85, 90, 45, 90, 90, 75, 80, 85, 80, 85, 100, 75, 70, 95, 80, 50, 85, 85, 75, 75, 85, 75, 90, 70, 80, 70, 75, 85, 75, 95, 90, 100, 80, 75, 70, 95, 80, 65, 90, 90, 75, 90, 100, 75, 80, 75, 85, 80, 90, 70, 80, 95, 95, 85, 95, 85, 70, 60, 65, 65, 85, 85, 60, 85, 95, 80, 95, 90, 90, 85, 90, 80, 85, 95, 90, 50, 70, 85, 25, 80, 90, 75, 60, 55, 90, 70, 70, 80, 80, 75, 70, 75, 55, 75, 95, 90, 90, 80, 80]"
114,2020-12-06 00:00:00,"[65, 75, 85, 80, 80, 85, 75, 95, 75, 95, 40, 75, 75, 85, 90, 70, 75, 85, 70, 85, 70, 80, 80, 90, 80, 90, 85, 65, 75, 85, 95, 90, 80, 65, 95, 90, 70, 95, 95, 75, 95, 85, 80, 80, 70, 90, 65, 55, 60, 90, 90, 65, 65, 85, 95, 80, 75, 95, 65, 70, 90, 70, 85, 65, 75, 90, 90, 70, 95, 75, 50, 65, 70, 80, 75, 100, 85, 95, 85, 90, 90, 80, 50, 60, 45, 85, 85, 55, 50, 45, 75, 70, 85, 80, 80, 90, 55, 95, 95, 80, 85, 95, 80, 90, 90, 60, 80, 85, 55, 65, 85, 25, 80, 90, 80, 70, 70, 85, 80, 85, 95, 85, 75, 80, 85, 90, 95, 80, 80, 90, 50, 85, 95, 95, 75, 80, 70, 80, 80, 90, 65, 85, 70, 85, 70, 100, 85, 85, 70, 75, 65, 90, 70, 80, 55, 80, 60, 70, 55, 85, 85, 90]"
115,2020-12-05 00:00:00,"[85, 85, 95, 75, 80, 85, 65, 80, 60, 80, 75, 65, 90, 85, 85, 75, 80, 90, 90, 55, 95, 100, 85, 55, 95, 85, 60, 85, 55, 70, 60, 85, 80, 65, 75, 95, 80, 80, 80, 90, 85, 85, 90, 70, 65, 80, 95, 90, 65, 95, 85, 65, 85, 85, 80, 75, 100, 80, 85, 55, 55, 70, 80, 80, 70, 85, 90, 80, 60, 80, 80, 70, 70, 70, 65, 85, 90, 80, 70, 95, 85, 55, 85, 80, 90, 50, 85, 70, 65, 85, 90, 70, 95, 85, 65, 80, 85, 65, 80, 75, 80, 75, 80, 50, 85, 75, 90, 90, 85, 70, 65, 95, 35, 85, 75, 95, 60, 80, 60, 90, 75, 75, 75, 90, 90, 90, 95, 55, 90, 80, 90, 75, 80, 80, 80, 100, 60, 60, 80, 75, 85, 80, 85, 75, 75, 60, 95, 85, 85, 95, 90, 55, 75, 85, 80, 85, 70, 90, 75, 70, 70, 80, 90, 65, 45, 95, 70, 80, 95, 85, 80, 90, 55, 70, 85, 90, 85, 100, 75, 65, 75, 90, 75, 90, 85, 75, 90, 75, 70, 90, 90, 60, 80]"
116,2020-12-04 00:00:00,"[80, 85, 85, 80, 55, 65, 85, 90, 95, 90, 80, 75, 85, 75, 80, 65, 65, 95, 95, 80, 45, 85, 90, 95, 80, 70, 75, 85, 85, 75, 75, 60, 65, 75, 75, 85, 70, 85, 95, 75, 70, 70, 75, 95, 80, 70, 85, 80, 55, 95, 60, 80, 85, 90, 70, 95, 90, 75, 90, 85, 65, 60, 70, 75, 60, 90, 85, 80, 80, 70, 70, 85, 90, 85, 90, 80, 75, 50, 55, 70, 70, 70, 85, 90, 80, 60, 60, 90, 75, 85, 85, 90, 80, 75, 95, 95, 70, 80, 80, 85, 75, 75, 85, 80, 85, 90, 60, 65, 90, 85, 90, 95, 75, 65, 65, 75, 95, 85, 75, 70, 70, 70, 80, 70, 90, 90, 95, 80, 90, 80, 50, 75, 95, 95, 90, 80, 50, 85, 85, 90, 85, 85, 40, 85, 90, 85, 85, 75, 90, 75, 85, 75, 75, 95, 75, 70, 55, 85, 70, 90, 80, 95, 85, 85, 90, 70, 80, 85, 95, 85, 80, 90, 100, 70, 65, 90, 75, 90, 80, 75, 50, 75, 75, 75, 60, 75, 90, 95, 95]"
117,2020-12-03 00:00:00,"[75, 70, 75, 90, 70, 75, 85, 70, 85, 70, 70, 75, 90, 90, 80, 70, 70, 95, 65, 85, 75, 65, 70, 95, 65, 95, 85, 90, 95, 85, 80, 65, 80, 70, 80, 85, 95, 90, 80, 85, 85, 75, 90, 70, 85, 90, 80, 85, 75, 85, 85, 80, 75, 90, 70, 95, 70, 85, 85, 85, 80, 80, 75, 90, 90, 70, 70, 50, 70, 90, 80, 85, 75, 85, 80, 70, 90, 80, 85, 60, 70, 65, 75, 85, 85, 45, 95, 80, 95, 90, 90, 90, 55, 70, 70, 70, 80, 80, 75, 60, 70, 75, 80, 90, 90, 50, 80, 80, 75, 70, 90, 80, 85, 85, 75, 35, 80, 80, 75, 55, 65, 80, 55, 75, 70, 80, 85, 85, 75, 80, 60, 75, 65, 85, 70, 90, 70, 70, 80, 75, 85, 70, 85, 85, 85, 80, 75, 80, 70, 70, 60, 80, 70, 80, 100, 95, 60, 45, 80, 75, 45, 65, 75, 90, 60, 60, 95, 70, 80, 85, 65, 80, 95, 85, 70, 70, 85, 65, 90, 75, 80, 75]"
118,2020-12-02 00:00:00,"[80, 75, 90, 90, 65, 80, 90, 90, 75, 70, 80, 65, 75, 75, 85, 90, 80, 80, 75, 65, 85, 75, 80, 90, 80, 85, 75, 85, 90, 75, 70, 80, 65, 75, 80, 90, 80, 80, 80, 75, 80, 75, 90, 75, 95, 70, 100, 85, 80, 85, 85, 75, 95, 70, 85, 70, 90, 70, 80, 75, 85, 55, 70, 95, 95, 70, 75, 80, 85, 85, 90, 70, 75, 75, 80, 90, 85, 95, 70, 90, 75, 85, 95, 70, 85, 65, 85, 95, 75, 80, 70, 60, 70, 80, 70, 95, 85, 90, 75, 75, 75, 80, 75, 95, 75, 80, 75, 80, 65, 70, 95, 95, 75, 80, 70, 80, 80, 80, 90, 65, 85, 100, 85, 55, 55, 75, 100, 60, 80, 70, 90, 65, 75, 95, 70, 85, 55, 95, 75, 65, 80, 75, 70, 90, 80, 90, 85, 50, 75, 70, 80, 80, 75, 75, 85, 65, 75, 70, 50, 75, 70, 60, 90, 70, 90]"
119,2020-12-01 00:00:00,"[50, 80, 95, 65, 85, 55, 85, 90, 80, 90, 85, 85, 80, 95, 80, 85, 45, 85, 55, 65, 80, 95, 65, 60, 55, 60, 100, 60, 95, 65, 75, 90, 75, 35, 80, 75, 90, 85, 90, 95, 85, 75, 85, 55, 80, 85, 90, 90, 85, 90, 70, 90, 80, 80, 85, 60, 90, 80, 90, 65, 85, 85, 70, 55, 65, 85, 75, 70, 90, 95, 100, 90, 85, 80, 85, 85, 85, 70, 70, 85, 95, 60, 50, 90, 75, 75, 90, 100, 80, 75, 75, 75, 65, 80, 75, 75, 70, 30, 75, 90, 60, 70, 75, 80, 65, 70, 85, 75, 90, 60, 85, 95, 75, 80, 80, 60, 80, 65, 90, 80, 80, 100, 90, 90, 30, 90, 80, 80, 50, 75, 70, 80, 90, 80, 90, 80, 70, 90, 90, 95, 80, 85, 100, 70, 55, 85, 90, 90, 80, 75, 90, 85, 95, 60]"
120,2020-11-30 00:00:00,"[85, 95, 75, 65, 70, 85, 50, 85, 85, 90, 95, 80, 90, 70, 85, 75, 75, 80, 70, 80, 90, 85, 80, 85, 90, 85, 70, 75, 70, 80, 70, 85, 90, 90, 85, 80, 90, 95, 90, 90, 65, 85, 75, 75, 90, 70, 75, 85, 80, 75, 90, 75, 80, 80, 55, 45, 90, 80, 70, 80, 75, 20, 75, 95, 90, 85, 80, 80, 95, 80, 85, 65, 70, 85, 90, 90, 85, 80, 100, 65, 70, 95, 75, 65, 80, 60, 65, 80, 75, 65, 80, 70, 75, 90, 80, 80, 85, 45, 70, 80, 85, 65, 60, 85, 65, 65, 70, 90, 75, 75, 90, 75, 85, 95, 70, 75, 90, 70, 75, 90, 65, 75, 80, 65, 85, 30, 85, 85, 75, 80, 85, 100, 85, 95, 75, 75, 85, 95, 65, 95, 95, 70, 75, 60, 65, 40, 85, 95, 100, 95, 95]"
121,2020-11-29 00:00:00,"[90, 70, 90, 90, 85, 80, 75, 65, 90, 90, 65, 75, 75, 75, 70, 70, 90, 55, 85, 75, 90, 75, 105, 75, 65, 70, 90, 95, 90, 55, 65, 85, 85, 85, 65, 70, 60, 85, 85, 70, 85, 85, 75, 65, 90, 80, 65, 90, 90, 75, 55, 85, 90, 80, 90, 50, 65, 90, 40, 95, 85, 70, 80, 85, 75, 95, 80, 85, 55, 80, 75, 90, 80, 85, 90, 90, 100, 80, 70, 70, 80, 35, 85, 100, 90, 70, 75, 85, 65, 70, 90, 85, 75, 75, 90, 85, 85, 90, 90, 80, 90, 75, 75, 80, 80, 70, 75, 80, 70, 80, 95, 90, 90, 80, 90, 85, 75, 90, 80, 65, 70, 70, 100, 95, 85, 65, 60, 80, 70, 85, 90, 80, 60, 85, 70, 85, 90, 80, 95, 65, 75, 90, 45, 90, 90, 85, 90, 70, 95, 55, 80, 90, 55, 90, 75, 45]"
122,2020-11-28 00:00:00,"[95, 70, 70, 90, 65, 80, 70, 100, 90, 90, 50, 75, 95, 75, 85, 75, 90, 85, 55, 85, 75, 85, 60, 65, 80, 90, 60, 85, 85, 80, 85, 70, 80, 80, 85, 85, 65, 75, 70, 60, 80, 90, 100, 80, 70, 85, 85, 70, 70, 70, 65, 85, 85, 80, 65, 85, 60, 75, 85, 75, 55, 85, 70, 60, 90, 85, 75, 70, 80, 95, 65, 85, 65, 80, 85, 80, 85, 75, 90, 80, 80, 95, 95, 85, 70, 80, 90, 85, 85, 75, 60, 60, 70, 70, 55, 60, 30, 85, 90, 80, 85, 75, 80, 90, 65, 95, 70, 85, 75, 75, 85, 75, 85, 80, 70, 90, 90, 80, 80, 80, 60, 65, 85, 70, 70, 80, 85, 90, 90, 85, 65, 75, 85, 75, 70, 60, 85, 70, 65, 70, 85, 70, 80, 65, 75, 85, 85, 85, 90, 75, 90, 90]"
123,2020-11-27 00:00:00,"[90, 75, 90, 85, 55, 50, 70, 85, 90, 80, 45, 80, 40, 85, 90, 75, 80, 80, 75, 90, 80, 75, 75, 90, 70, 90, 85, 80, 80, 35, 85, 80, 80, 80, 85, 80, 70, 70, 40, 55, 60, 70, 60, 75, 100, 90, 75, 80, 95, 90, 85, 70, 85, 50, 90, 85, 80, 90, 70, 65, 90, 80, 65, 90, 95, 90, 95, 75, 80, 70, 85, 85, 75, 95, 70, 70, 60, 65, 95, 65, 75, 90, 85, 90, 70, 95, 95, 90, 85, 35, 75, 65, 95, 85, 75, 75, 90, 85, 90, 85, 95, 85, 60, 75, 70, 55, 70, 65, 75, 85, 95, 60, 70, 75, 85, 55, 60, 85, 80, 80, 75, 70, 95, 75, 75, 65, 85, 90, 95, 85, 90, 85, 80, 80, 75]"
124,2020-11-26 00:00:00,"[70, 60, 90, 95, 85, 75, 85, 90, 70, 80, 85, 85, 90, 90, 95, 75, 90, 75, 95, 75, 95, 85, 70, 45, 80, 95, 95, 70, 85, 70, 75, 95, 90, 90, 65, 80, 75, 90, 90, 85, 80, 85, 95, 90, 90, 85, 85, 60, 80, 90, 95, 65, 70, 65, 85, 70, 80, 70, 75, 85, 70, 85, 90, 75, 85, 100, 90, 90, 50, 90, 90, 85, 70, 95, 70, 85, 80, 85, 75, 85, 85, 90, 95, 80, 90, 90, 70, 95, 85, 75, 90, 75, 75, 70, 70, 80, 95, 65, 80, 75, 80, 60, 90, 55, 70, 85, 90, 85, 85, 90, 80, 80, 70, 100, 55]"
125,2020-11-25 00:00:00,"[70, 85, 85, 45, 85, 95, 75, 70, 90, 70, 75, 80, 70, 65, 75, 85, 85, 70, 85, 65, 90, 75, 85, 85, 75, 90, 85, 75, 70, 70, 75, 85, 95, 90, 90, 85, 60, 80, 80, 60, 85, 80, 75, 75, 90, 75, 80, 40, 95, 90, 75, 70, 70, 75, 75, 90, 85, 80, 80, 80, 90, 70, 75, 85, 80, 90, 80, 85, 80, 70, 90, 50, 95, 75, 85, 95, 80, 80, 65, 70, 85, 95, 75, 65, 65, 95, 75, 65, 85, 80, 70, 65, 95, 60, 70, 85, 85, 85, 80, 85, 60, 85, 70, 25, 80, 95]"
126,2020-11-24 00:00:00,"[75, 70, 75, 70, 80, 90, 80, 90, 70, 75, 70, 90, 75, 35, 90, 80, 65, 85, 95, 80, 80, 80, 70, 75, 95, 100, 75, 70, 80, 60, 80, 90, 80, 75, 75, 85, 95, 80, 90, 85, 80, 85, 85, 65, 100, 80, 75, 60, 85, 65, 70, 70, 60, 75, 85, 100, 85, 90, 75, 70, 95, 65, 65, 70, 75, 85, 50, 75, 85, 65, 80, 75, 85, 70, 80, 100, 95, 80, 85, 70, 80, 65, 75, 75, 75, 95, 85, 100, 105, 75, 80, 55, 55, 95, 80, 75, 75, 65, 85, 90, 85, 85, 90, 55, 80, 75, 90, 75, 80, 70, 85, 70, 95, 70, 90, 70, 50]"
127,2020-11-23 00:00:00,"[75, 90, 90, 95, 75, 85, 95, 80, 80, 75, 80, 85, 75, 80, 75, 85, 85, 75, 90, 85, 100, 70, 80, 80, 65, 70, 75, 85, 90, 70, 85, 75, 85, 95, 90, 90, 70, 80, 90, 75, 85, 60, 85, 85, 65, 90, 85, 75, 70, 90, 70, 100, 70, 85, 85, 65, 70, 70, 55, 90, 90, 90, 60, 65, 75, 60, 35, 70, 75, 90, 60, 65, 90, 80, 65, 80, 85, 80, 80, 65, 80, 80, 85, 90, 65, 80, 90, 85, 90, 90, 100]"
128,2020-11-22 00:00:00,"[90, 90, 65, 85, 80, 65, 90, 70, 90, 65, 75, 85, 80, 90, 80, 70, 65, 75, 80, 65, 90, 80, 75, 50, 75, 65, 65, 70, 85, 90, 85, 80, 90, 90, 100, 60, 90, 85, 80, 35, 80, 80, 80, 80, 100, 90, 90, 90, 90, 85, 90, 70, 75, 70, 80, 65, 85, 80, 90, 75, 85, 95, 70, 95, 95, 65, 75, 95, 95, 70, 75, 85, 75, 45, 65, 90, 95, 60, 90, 90, 95, 85, 40, 95, 95, 65, 90, 85, 90, 70, 45, 55, 80, 85, 95, 85, 80, 70, 80, 90, 70, 90, 85, 65, 95, 75, 55, 65, 70, 70, 75]"
129,2020-11-21 00:00:00,"[60, 75, 85, 90, 90, 85, 70, 70, 85, 70, 85, 80, 80, 80, 90, 80, 85, 75, 100, 75, 85, 90, 65, 60, 70, 50, 50, 80, 80, 80, 85, 85, 80, 55, 70, 60, 65, 70, 70, 80, 70, 85, 80, 70, 90, 85, 95, 45, 65, 80, 95, 80, 90, 80, 70, 80, 70, 80, 70, 85, 80, 85, 85, 50, 80, 75, 90, 100, 90, 85, 70, 95, 75, 70, 85, 80, 55, 95, 75, 70, 80, 75, 90, 70, 70, 70, 75, 80, 90, 70, 75, 75, 90, 70, 85, 75, 80, 70, 70, 100, 85, 95, 75, 65, 85, 80, 75, 80, 85, 80, 70, 85, 80, 80, 80, 75, 85, 60, 85, 100, 85]"
130,2020-11-20 00:00:00,"[80, 75, 85, 90, 80, 35, 75, 55, 85, 70, 85, 75, 85, 65, 50, 85, 65, 75, 60, 85, 85, 70, 85, 75, 85, 75, 95, 80, 75, 70, 85, 75, 70, 80, 75, 75, 85, 70, 35, 90, 95, 85, 60, 90, 65, 80, 90, 90, 85, 75, 80, 70, 60, 65, 80, 50, 75, 75, 75, 80, 85, 90, 85, 85, 70, 80, 80, 80, 80, 100, 55, 85, 90, 80, 85, 90, 65, 70, 85, 75, 85, 70, 80, 90, 75, 55, 95, 85, 35, 100, 80, 80, 90, 95, 50, 85]"
131,2020-11-19 00:00:00,"[70, 90, 65, 95, 80, 70, 75, 75, 55, 75, 50, 70, 85, 80, 80, 80, 80, 100, 85, 85, 85, 85, 55, 65, 80, 75, 80, 85, 80, 85, 95, 90, 90, 65, 95, 65, 65, 80, 75, 80, 90, 80, 95, 75, 70, 65, 85, 80, 95, 95, 70, 70, 85, 85, 65, 75, 65, 95, 70, 70, 75, 90, 100, 45, 50, 70, 80, 85, 70, 70, 75, 95, 55, 65, 70, 75, 65, 80, 95, 60, 90, 70, 75, 65, 95, 70, 70, 70, 85, 95, 80, 90]"
132,2020-11-18 00:00:00,"[75, 80, 70, 85, 85, 80, 60, 75, 90, 80, 45, 85, 90, 65, 95, 95, 85, 85, 100, 90, 75, 70, 70, 55, 90, 80, 75, 90, 90, 80, 75, 55, 75, 75, 85, 80, 90, 90, 70, 85, 90, 95, 85, 75, 85, 50, 70, 75, 80, 80, 60, 60, 90, 75, 95, 80, 80, 90, 70, 80, 80, 75, 95, 80, 60, 70, 90, 80, 90, 65, 85, 70, 85, 65, 60, 85, 80, 75, 95, 65, 65, 70, 85, 105, 100, 85, 95, 90, 90, 90, 85, 80, 80, 75, 75, 85, 60, 80, 80]"
133,2020-11-17 00:00:00,"[65, 75, 30, 65, 90, 70, 80, 65, 75, 60, 90, 75, 55, 50, 85, 50, 75, 75, 85, 90, 70, 90, 75, 75, 70, 95, 95, 85, 75, 70, 75, 90, 70, 85, 75, 75, 85, 70, 85, 50, 70, 80, 90, 95, 85, 80, 70, 70, 90, 75, 75, 70, 85, 65, 60, 60, 90, 75, 65, 100, 90, 80, 85, 80, 50, 75, 90, 80, 85, 90, 70, 75, 85, 75, 95, 80, 50, 80, 70, 85, 75, 95, 90, 70, 65, 70, 95, 95, 80, 90, 90]"
134,2020-11-16 00:00:00,"[85, 75, 90, 95, 70, 90, 70, 70, 65, 70, 95, 80, 90, 90, 90, 80, 75, 85, 70, 80, 75, 75, 75, 65, 60, 90, 95, 90, 90, 95, 65, 85, 90, 80, 75, 65, 85, 85, 90, 70, 80, 90, 75, 80, 95, 75, 75, 65, 75, 65, 70, 65, 60, 65, 85, 65, 80, 80, 75, 80, 85, 75, 85, 75, 35, 65, 80, 70, 90, 80, 85, 85, 75, 70, 85, 100, 90, 85, 95, 60, 80, 75, 90, 85, 75, 70, 80, 65, 75, 75, 70, 75, 80]"
135,2020-11-15 00:00:00,"[90, 85, 85, 80, 90, 80, 85, 70, 85, 70, 95, 75, 75, 90, 90, 80, 95, 85, 85, 70, 50, 80, 90, 75, 80, 75, 75, 90, 70, 85, 95, 80, 60, 85, 90, 65, 55, 85, 95, 90, 45, 75, 80, 60, 85, 75, 90, 80, 70, 80, 50, 75, 70, 75, 85, 65, 85, 75, 85, 80, 50, 80, 80, 70, 70, 95, 65, 90, 65, 75, 65, 55, 90, 80, 85, 80, 100, 90, 70, 90, 75, 75, 70, 65, 70, 60, 80, 70, 60, 80, 85, 65, 75, 65, 85, 95, 75, 60, 75, 70, 90, 80, 70, 85, 60, 90, 100]"
136,2020-11-14 00:00:00,"[80, 75, 65, 95, 90, 90, 85, 85, 65, 70, 75, 90, 65, 75, 65, 85, 95, 80, 75, 85, 85, 65, 80, 55, 85, 85, 80, 70, 70, 85, 85, 90, 85, 55, 70, 70, 85, 80, 60, 70, 70, 80, 70, 70, 70, 70, 90, 95, 75, 80, 70, 70, 85, 55, 75, 85, 75, 85, 85, 65, 80, 75, 90, 90, 75, 65, 70, 85, 70, 90, 70, 70, 80, 85, 80, 95, 80, 65, 80, 80, 75, 80, 95, 80, 95, 70, 75, 95, 70, 80, 90, 75, 75, 60, 95, 85, 70, 90, 75, 85, 60, 80, 60, 75, 85, 85, 90]"
137,2020-11-13 00:00:00,"[90, 90, 65, 70, 80, 45, 80, 85, 75, 85, 70, 100, 85, 85, 90, 90, 80, 70, 90, 85, 90, 90, 95, 80, 80, 60, 90, 90, 70, 75, 85, 85, 70, 65, 50, 75, 75, 80, 65, 80, 85, 85, 85, 65, 45, 65, 75, 50, 90, 85, 85, 65, 50, 75, 95, 75, 60, 95, 55, 80, 65, 75, 80, 80, 80, 95, 85, 100, 85, 85, 55, 80, 85, 90, 85, 80, 85, 75, 75, 70, 80, 50, 80, 70, 70, 95, 90, 90, 55, 65, 65, 75, 90, 90, 90, 85, 75, 70, 90]"
138,2020-11-12 00:00:00,"[85, 90, 60, 75, 90, 90, 85, 65, 25, 85, 70, 70, 85, 55, 60, 90, 90, 75, 85, 80, 80, 85, 70, 75, 70, 80, 75, 80, 80, 90, 80, 90, 75, 65, 80, 50, 75, 90, 70, 75, 85, 75, 80, 70, 90, 75, 80, 75, 70, 80, 70, 70, 70, 75, 70, 85, 85, 100, 80, 60, 80, 75, 60, 95, 80, 80, 85, 85, 65, 85, 90, 90, 70, 80, 75, 85, 85, 70, 85, 65, 80, 80, 60, 70, 65, 70, 90]"
139,2020-11-11 00:00:00,"[65, 80, 80, 75, 70, 70, 65, 85, 80, 80, 80, 95, 95, 90, 75, 85, 100, 90, 75, 95, 90, 80, 80, 75, 80, 55, 75, 75, 85, 75, 35, 85, 45, 95, 75, 80, 80, 50, 85, 85, 80, 55, 95, 95, 90, 85, 80, 45, 95, 80, 85, 80, 75, 75, 95, 85, 75, 100, 95, 75, 75, 80, 95, 90, 100, 90, 75, 85, 95, 90, 95, 75, 75, 90, 75, 80, 80, 75, 75, 85, 75, 100, 80, 90, 65, 75, 80, 90, 80, 70, 85, 60, 85, 85, 70, 90, 85, 80, 80, 95, 80]"
