Dátum,Regisztrált esetek száma,Új esetek száma,elhunytak,gyógyultak,Mintavétel száma,Egymillió lakosra elvégzett tesztek száma,Kórházi karanténba zártak száma,Regisztrált esetek százalékos változása az előző naphoz viszonyítva,Pozitív tesztek aránya,A mintavételek számának százalékos változása az előző naphoz képest,Aktív fertőzöttek száma,Elhunytak aránya Magyarországon,Gyógyultak aránya Magyarországon,Hatósági házi karantén,Új mintavételek száma,Új esetek aránya az új mintavételekhez képest,Az új elhunytak száma naponta,Új gyógyultak naponta,Kórházi ápoltak száma,Lélegeztetőgépen lévők száma,Aktív esetek/összes eset,Kórházi ápoltak számának változása az előző naphoz képest,Lélegeztetőgépen lévők számának változása az előző naphoz képest,Kórházi ápoltak aránya az aktív eseteken belül,Lélegeztetőgépen lévők aránya a kórházi ápoltakon belül,Növekedési faktor,Hétnapos mozgóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag,Hétnapos csúszóátlag,Beoltottak száma Magyarországon,Új beoltottak száma Magyarországon,Hátnapos csúszóátlag,Második oltás,Második oltás napi,Hétnapos csúszóátlag
2020-03-04,2,2,,,230,,21,,"0,87%",,2,,,,,,,,,,"100,00%",,,,,,,,,,,,,,,,
2020-03-05,4,2,,,230,,40,,"1,74%",,4,,,,0,,,,,,"100,00%",0,0,,,,,,,,,,,,,,
2020-03-06,4,0,,,269,27,39,,"1,49%","17,0%",4,,,,39,,,,,,"100,00%",0,0,,,,,,,,,,,,,,
2020-03-07,5,1,,,319,33,48,"25,00%","1,57%","18,6%",5,,,,50,"2,00%",,,,,"100,00%",0,0,,,,,,,,,,,,,,
2020-03-08,7,2,,,362,37,67,"40,00%","1,93%","13,5%",7,,,,43,"4,65%",,,,,"100,00%",0,0,,,,,,,,,,,,,,
2020-03-09,9,2,,,362,37,67,"28,57%","2,49%",,9,,,,0,,,,,,"100,00%",0,0,,,,,,,,,,,,,,
2020-03-10,12,3,,,531,54,53,"33,33%","2,26%","46,7%",12,,,,169,"1,78%",,,,,"100,00%",0,0,,,,,"1,71428571",,"43,00000000",,,,,,,
2020-03-11,13,1,,,609,62,69,"8,33%","2,13%","14,7%",13,,,,78,"1,28%",,,,,"100,00%",0,0,,,,,"1,57142857",,"54,14285714",,,,,,,
2020-03-12,16,3,,,730,74,65,"23,08%","2,19%","19,9%",16,,,,121,"2,48%",,,,,"100,00%",0,0,,,,,"1,71428571",,"71,42857143",,,,,,,
2020-03-13,19,3,,1,858,88,79,"18,75%","2,21%","17,5%",18,,"5,26%",,128,"2,34%",,1,,,"94,74%",0,0,,,,,"2,14285714",,"84,14285714","2,08%",,,,,,
2020-03-14,30,11,,1,1014,103,79,"57,89%","2,96%","18,2%",29,,"3,33%",,156,"7,05%",,0,,,"96,67%",0,0,,,,,"3,57142857",,"99,28571429","2,80%",,,,,,
2020-03-15,32,2,,1,1236,126,159,"6,67%","2,59%","21,9%",31,,"3,13%",,222,"0,90%",,0,,,"96,88%",0,0,,,,,"3,57142857",,"124,85714286","2,26%",,,,,,
2020-03-16,39,7,1,2,1470,150,137,"21,88%","2,65%","18,9%",36,"2,56%","5,13%",,234,"2,99%",1,1,,,"92,31%",0,0,,,,,"4,28571429",,"158,28571429","2,69%",,,,,,
2020-03-17,50,11,1,2,1587,162,137,"28,21%","3,15%","8,0%",47,"2,00%","4,00%",,117,"9,40%",0,0,,,"94,00%",0,0,,,"3,166666667",,"5,42857143",,"150,85714286","3,78%",,,,,,
2020-03-18,58,8,1,2,1803,184,122,"16,00%","3,22%","13,6%",55,"1,72%","3,45%",2817,216,"3,70%",0,0,,,"94,83%",0,0,,,"4,090909091",,"6,42857143",,"170,57142857","4,12%",,,,,,
2020-03-19,73,15,1,2,2322,237,124,"25,86%","3,14%","28,8%",70,"1,37%","2,74%",3065,519,"2,89%",0,0,,,"95,89%",0,0,,,"4,75",,"8,14285714",,"227,42857143","4,18%",,,,,,
2020-03-20,85,12,4,7,3007,307,116,"16,44%","2,83%","29,5%",74,"4,71%","8,24%",3506,685,"1,75%",3,5,,,"87,06%",0,0,,,"4,4",,"9,42857143",,"307,00000000","4,10%",,,,,,
2020-03-21,103,18,4,7,3477,355,117,"21,18%","2,96%","15,6%",92,"3,88%","6,80%",3771,470,"3,83%",0,0,,,"89,32%",0,0,,,"2,92",,"10,42857143",,"351,85714286","3,64%",,,,,,
2020-03-22,131,28,6,16,4443,453,115,"27,18%","2,95%","27,8%",109,"4,58%","12,21%",3945,966,"2,90%",2,9,,,"83,21%",0,0,,,"3,96",,"14,14285714","0,85714286","458,14285714","3,92%",,,,,,
2020-03-23,167,36,8,21,5515,563,101,"27,48%","3,03%","24,1%",138,"4,79%","12,57%",4001,1072,"3,36%",2,5,,,"82,63%",0,0,,,"4,266666667","3,94","18,28571429","1,00000000","577,85714286","3,98%",,,,,,
2020-03-24,187,20,9,21,6113,624,92,"11,98%","3,06%","10,8%",157,"4,81%","11,23%",4207,598,"3,34%",1,0,,,"83,96%",0,0,,,"3,605263158","4,00","19,57142857","1,14285714","646,57142857","3,11%",,,,,,
2020-03-25,226,39,10,21,6817,696,85,"20,86%","3,32%","11,5%",195,"4,42%","9,29%",,704,"5,54%",1,0,,,"86,28%",0,0,,,"3,733333333","3,95","24,00000000","1,28571429","716,28571429","3,37%",,,,,,
2020-03-26,261,35,10,28,8005,817,100,"15,49%","3,26%","17,4%",223,"3,83%","10,73%",,1188,"2,95%",0,7,,,"85,44%",0,0,,,"3,298245614","3,74","26,85714286","1,28571429","811,85714286","3,38%",,,,,,
2020-03-27,300,39,10,34,9275,946,84,"14,94%","3,23%","15,9%",256,"3,33%","11,33%",,1270,"3,07%",0,6,,,"85,33%",0,0,,,"3,257575758","3,58","30,71428571","0,85714286","895,42857143","3,57%",,,,,,
2020-03-28,343,43,11,34,10303,1051,87,"14,33%","3,33%","11,1%",298,"3,21%","9,91%",,1028,"4,18%",1,0,,,"86,88%",0,0,,,"3,287671233","3,63","34,28571429","1,00000000","975,14285714","3,62%",,,,,,
2020-03-29,408,65,13,34,12148,1240,71,"18,95%","3,36%","17,9%",361,"3,19%","8,33%",,1845,"3,52%",2,0,,,"88,48%",0,0,,,"2,797979798","3,46","39,57142857","1,00000000","1 100,71428571","3,71%",,,,,,
2020-03-30,447,39,15,34,13301,1357,73,"9,56%","3,36%","9,5%",398,"3,36%","7,61%",,1153,"3,38%",2,0,,,"89,04%",0,0,,,"2,1875","3,17","40,00000000","1,00000000","1 112,28571429","3,71%",,,,,,
2020-03-31,492,45,16,37,14146,1443,61,"10,07%","3,48%","6,4%",439,"3,25%","7,52%",,845,"5,33%",2,3,,,"89,23%",0,0,,,"2,226277372","2,97","43,57142857","1,14285714","1 147,57142857","4,00%",,,,,,
2020-04-01,525,33,20,40,15208,1552,61,"6,71%","3,45%","7,5%",465,"3,81%","7,62%",,1062,"3,11%",4,3,,,"88,57%",0,0,,,"1,779761905","2,69","42,71428571","1,57142857","1 198,71428571","3,65%",,,,,,
2020-04-02,585,60,21,42,16401,1674,59,"11,43%","3,57%","7,8%",522,"3,59%","7,18%",,1193,"5,03%",1,2,,,"89,23%",0,0,,,"1,723404255","2,47","46,28571429","1,71428571","1 199,42857143","3,95%",,,,,,
2020-04-03,623,38,26,43,17769,1813,,"6,50%","3,51%","8,3%",554,"4,17%","6,90%",10668,1368,"2,78%",5,1,,,"88,92%",0,0,,,"1,502325581","2,21","46,14285714","2,42857143","1 213,42857143","3,90%",,,,,,
2020-04-04,678,55,32,58,19424,1982,,"8,83%","3,49%","9,3%",588,"4,72%","8,55%",12492,1655,"3,32%",6,15,,,"86,73%",0,0,,,"1,395833333","1,94","47,85714286","3,14285714","1 303,00000000","3,78%",,,,,,
2020-04-05,733,55,34,66,21250,2168,,"8,11%","3,45%","9,4%",633,"4,64%","9,00%",13435,1826,"3,01%",2,8,,,"86,36%",0,0,,,"1,173285199","1,71","46,42857143","3,14285714","1 300,28571429","3,71%",,,,,,
2020-04-06,744,11,38,67,22282,2274,,"1,50%","3,34%","4,9%",639,"5,11%","9,01%",14345,1032,"1,07%",4,1,,,"85,89%",0,0,,,"1,060714286","1,55","42,42857143","3,42857143","1 283,00000000","3,38%",,,,,,
2020-04-07,817,73,47,71,23746,2423,,"9,81%","3,44%","6,6%",699,"5,75%","8,69%",14997,1464,"4,99%",9,4,,,"85,56%",0,0,,,"1,06557377","1,39","46,42857143","4,42857143","1 371,42857143","3,33%",,,,,,
2020-04-08,895,78,58,94,25748,2627,,"9,55%","3,48%","8,4%",743,"6,48%","10,50%",15481,2002,"3,90%",11,23,,,"83,02%",0,0,,,"1,237458194","1,31","52,85714286","5,42857143","1 505,71428571","3,44%",,,,,,
2020-04-09,980,85,66,96,27826,2839,,"9,50%","3,52%","8,1%",818,"6,73%","9,80%",16006,2078,"4,09%",8,2,,,"83,47%",0,0,,,"1,219135802","1,24","56,42857143","6,42857143","1 632,14285714","3,31%",,,,,,
2020-04-10,1190,210,77,112,29948,3056,,"21,43%","3,97%","7,6%",1001,"6,47%","9,41%",16006,2122,"9,90%",11,16,,,"84,12%",0,0,,,"1,755417957","1,27","81,00000000","7,28571429","1 739,85714286","4,33%",,,,,,
2020-04-11,1310,120,85,115,31961,3261,,"10,08%","4,10%","6,7%",1110,"6,49%","8,78%",17490,2013,"5,96%",8,3,,,"84,73%",0,0,,,"1,886567164","1,34","90,28571429","7,57142857","1 791,00000000","4,70%",,,,,,
2020-04-12,1410,100,99,118,33532,3422,,"7,63%","4,20%","4,9%",1193,"7,02%","8,37%",15333,1571,"6,37%",14,3,,,"84,61%",0,0,,,"2,083076923","1,47","96,71428571","9,28571429","1 754,57142857","5,18%",,,,,,
2020-04-13,1458,48,109,120,34819,3553,,"3,40%","4,19%","3,8%",1229,"7,48%","8,23%",15333,1287,"3,73%",10,2,,,"84,29%",0,0,,,"2,404040404","1,66","102,00000000","10,14285714","1 791,00000000","5,56%",,,,,,
2020-04-14,1512,54,122,122,35825,3656,,"3,70%","4,22%","2,9%",1268,"8,07%","8,07%",14355,1006,"5,37%",13,2,,,"83,86%",0,0,,,"2,138461538","1,82","99,28571429","10,71428571","1 725,57142857","5,62%",,,,,,
2020-04-15,1579,67,134,192,37326,3809,,"4,43%","4,23%","4,2%",1253,"8,49%","12,16%",13360,1501,"4,46%",12,70,,,"79,35%",0,0,,,"1,848648649","1,91","97,71428571","10,85714286","1 654,00000000","5,70%",,,,,,
2020-04-16,1652,73,142,199,38489,3927,,"4,62%","4,29%","3,1%",1311,"8,60%","12,05%",12737,1163,"6,28%",8,7,729,60,"79,36%",729,60,"55,61%","8,23%","1,701265823","1,97","96,00000000","10,85714286","1 523,28571429","6,01%",,,,,,
2020-04-17,1763,111,156,207,41590,4244,,"6,72%","4,24%","8,1%",1400,"8,85%","11,74%",12401,3101,"3,58%",14,8,847,63,"79,41%",118,3,"60,50%","7,44%","1,010582011","1,87","81,85714286","11,28571429","1 663,14285714","5,11%",,,,,,
2020-04-18,1834,71,172,231,43901,4480,,"4,03%","4,18%","5,6%",1431,"9,38%","12,60%",12150,2311,"3,07%",16,24,829,60,"78,03%",-18,-3,"57,93%","7,24%","0,8291139241","1,72","74,85714286","12,42857143","1 705,71428571","4,69%",,,,,,
2020-04-19,1916,82,189,250,46353,4730,,"4,47%","4,13%","5,6%",1477,"9,86%","13,05%",11959,2452,"3,34%",17,19,784,61,"77,09%",-45,1,"53,08%","7,78%","0,7474150665","1,53","72,28571429","12,85714286","1 831,57142857","4,26%",,,,,,
2020-04-20,1984,68,199,267,48057,4904,,"3,55%","4,13%","3,7%",1518,"10,03%","13,46%",11240,1704,"3,99%",10,17,811,60,"76,51%",27,-1,"53,43%","7,40%","0,7366946779","1,29","75,14285714","12,85714286","1 891,14285714","4,30%",,,,,,
2020-04-21,2098,114,213,287,50052,5107,,"5,75%","4,19%","4,2%",1598,"10,15%","13,68%",11172,1995,"5,71%",14,20,842,82,"76,17%",31,22,"52,69%","9,74%","0,8431654676","1,10","83,71428571","13,00000000","2 032,42857143","4,35%",,,,,,
2020-04-22,2168,70,225,295,52702,5378,,"3,34%","4,11%","5,3%",1648,"10,38%","13,61%",11049,2650,"2,64%",12,8,825,63,"76,01%",-17,-19,"50,06%","7,64%","0,8611111111","0,96","84,14285714","13,00000000","2 196,57142857","4,09%",,,,,,
2020-04-23,2284,116,239,390,55390,5652,,"5,35%","4,12%","5,1%",1655,"10,46%","17,08%",10942,2688,"4,32%",14,95,850,61,"72,46%",25,-2,"51,36%","7,18%","0,9404761905","0,85","90,28571429","13,85714286","2 414,42857143","3,81%",,,,,,
2020-04-24,2383,99,250,401,58251,5944,,"4,33%","4,09%","5,2%",1732,"10,49%","16,83%",10942,2861,"3,46%",11,11,877,61,"72,68%",27,0,"50,64%","6,96%","1,082024433","0,86","88,57142857","13,42857143","2 380,14285714","3,79%",,,,,,
2020-04-25,2443,60,262,458,60801,6204,,"2,52%","4,02%","4,4%",1723,"10,72%","18,75%",10942,2550,"2,35%",12,57,899,54,"70,53%",22,-7,"52,18%","6,01%","1,16221374","0,91","87,00000000","12,85714286","2 414,28571429","3,69%",,,,,,
2020-04-26,2500,57,272,485,63505,6480,,"2,33%","3,94%","4,4%",1743,"10,88%","19,40%",9589,2704,"2,11%",10,27,927,56,"69,72%",28,2,"53,18%","6,04%","1,154150198","0,97","83,42857143","11,85714286","2 450,28571429","3,51%",,,,,,
2020-04-27,2583,83,280,498,65625,6696,,"3,32%","3,94%","3,3%",1805,"10,84%","19,28%",9829,2120,"3,92%",8,13,931,52,"69,88%",4,-4,"51,58%","5,59%","1,13878327","1,03","85,57142857","11,57142857","2 509,71428571","3,50%",,,,,,
2020-04-28,2649,66,291,516,67172,6854,,"2,56%","3,94%","2,4%",1842,"10,99%","19,48%",9889,1547,"4,27%",11,18,946,49,"69,54%",15,-3,"51,36%","5,18%","0,9402730375","1,04","78,71428571","11,14285714","2 445,71428571","3,30%",,,,,,
2020-04-29,2727,78,300,536,70300,7173,,"2,94%","3,88%","4,7%",1891,"11,00%","19,66%",10071,3128,"2,49%",9,20,983,50,"69,34%",37,1,"51,98%","5,09%","0,9490662139","1,05","79,85714286","10,71428571","2 514,00000000","3,27%",,,,,,
2020-04-30,2775,48,312,581,72951,7444,,"1,76%","3,80%","3,8%",1882,"11,24%","20,94%",10199,2651,"1,81%",12,45,998,54,"67,82%",15,4,"53,03%","5,41%","0,7768987342","1,03","70,14285714","10,42857143","2 508,71428571","2,92%",,,,,,
2020-05-01,2863,88,323,609,76331,7789,,"3,17%","3,75%","4,6%",1931,"11,28%","21,27%",10384,3380,"2,60%",11,28,983,49,"67,45%",-15,-5,"50,91%","4,98%","0,7741935484","0,99","68,57142857","10,42857143","2 582,85714286","2,79%",,,,,,
2020-05-02,2942,79,335,625,79551,8117,,"2,76%","3,70%","4,2%",1982,"11,39%","21,24%",10754,3220,"2,45%",12,16,1008,52,"67,37%",25,3,"50,86%","5,16%","0,8193760263","0,94","71,28571429","10,42857143","2 678,57142857","2,81%",,,,,,
2020-05-03,2998,56,340,629,82010,8368,,"1,90%","3,66%","3,1%",2029,"11,34%","20,98%",10786,2459,"2,28%",5,4,1005,51,"67,68%",-3,-1,"49,53%","5,07%","0,852739726","0,89","71,14285714","9,71428571","2 643,57142857","2,83%",,,,,,
2020-05-04,3035,37,351,630,83958,8567,,"1,23%","3,61%","2,4%",2054,"11,57%","20,76%",10459,1948,"1,90%",11,1,1027,55,"67,68%",22,4,"50,00%","5,36%","0,754590985","0,84","64,57142857","10,14285714","2 619,00000000","2,54%",,,,,,
2020-05-05,3065,30,363,709,85557,8730,,"0,99%","3,58%","1,9%",1993,"11,84%","23,13%",10547,1599,"1,88%",12,79,982,55,"65,02%",-45,0,"49,27%","5,60%","0,7549909256","0,81","59,42857143","10,28571429","2 626,42857143","2,20%",,,,,,
2020-05-06,3111,46,373,759,88735,9055,,"1,50%","3,51%","3,7%",1979,"11,99%","24,40%",10628,3178,"1,45%",10,50,964,50,"63,61%",-18,-5,"48,71%","5,19%","0,686940966","0,77","54,85714286","10,42857143","2 633,57142857","2,05%",,,,,,
2020-05-07,3150,39,383,801,94036,9596,,"1,25%","3,35%","6,0%",1966,"12,16%","25,43%",10956,5301,"0,74%",10,42,968,50,"62,41%",4,0,"49,24%","5,17%","0,7637474542","0,77","53,57142857","10,14285714","3 012,14285714","1,90%",,,,,,
2020-05-08,3178,28,392,865,99058,10108,,"0,89%","3,21%","5,3%",1921,"12,33%","27,22%",11036,5022,"0,56%",9,64,891,,"60,45%",-77,-50,"46,38%","0,00%","0,65625","0,76","45,00000000","9,85714286","3 246,71428571","1,61%",,,,,,
2020-05-09,3213,35,405,904,103258,10537,,"1,10%","3,11%","4,2%",1904,"12,61%","28,14%",10927,4200,"0,83%",13,39,875,,"59,26%",-16,0,"45,96%","0,00%","0,5430861723","0,72","38,71428571","10,00000000","3 386,71428571","1,38%",,,,,,
2020-05-10,3263,50,413,933,108257,11047,,"1,56%","3,01%","4,8%",1917,"12,66%","28,59%",10356,4999,"1,00%",8,29,812,50,"58,75%",-63,50,"42,36%","6,16%","0,5321285141","0,67","37,85714286","10,42857143","3 749,57142857","1,19%",,,,,,
2020-05-11,3284,21,421,958,112165,11445,,"0,64%","2,93%","3,6%",1905,"12,82%","29,17%",10955,3908,"0,54%",8,25,782,45,"58,01%",-30,-5,"41,05%","5,75%","0,5508849558","0,64","35,57142857","10,00000000","4 029,57142857","1,00%",,,,,,
2020-05-12,3313,29,425,1007,114719,11706,,"0,88%","2,89%","2,3%",1881,"12,83%","30,40%",11016,2554,"1,14%",4,49,746,45,"56,78%",-36,0,"39,66%","6,03%","0,5961538462","0,62","35,42857143","8,85714286","4 166,00000000","0,89%",,,,,,
2020-05-13,3341,28,430,1102,118500,12092,,"0,85%","2,82%","3,3%",1809,"12,87%","32,98%",11053,3781,"0,74%",5,95,688,45,"54,15%",-58,0,"38,03%","6,54%","0,5989583333","0,61","32,85714286","8,14285714","4 252,14285714","0,79%",,,,,,
2020-05-14,3380,39,436,1169,123258,12577,,"1,17%","2,74%","4,0%",1775,"12,90%","34,59%",11084,4758,"0,82%",6,67,658,49,"52,51%",-30,4,"37,07%","7,45%","0,6133333333","0,58","32,85714286","7,57142857","4 174,57142857","0,80%",,,,,,
2020-05-15,3417,37,442,1287,127237,12983,,"1,09%","2,69%","3,2%",1688,"12,94%","37,66%",10954,3979,"0,93%",6,118,614,46,"49,40%",-44,-3,"36,37%","7,49%","0,7587301587","0,60","34,14285714","7,14285714","4 025,57142857","0,86%",,,,,,
2020-05-16,3473,56,448,1371,131429,13411,,"1,64%","2,64%","3,3%",1654,"12,90%","39,48%",10742,4192,"1,34%",6,84,570,45,"47,62%",-44,-1,"34,46%","7,89%","0,9594095941","0,66","37,14285714","6,14285714","4 024,42857143","0,93%",,,,,,
2020-05-17,3509,36,451,1396,135137,13789,,"1,04%","2,60%","2,8%",1662,"12,85%","39,78%",10470,3708,"0,97%",3,25,562,47,"47,36%",-8,2,"33,81%","8,36%","0,9283018868","0,72","35,14285714","5,42857143","3 840,00000000","0,93%",,,,,,
2020-05-18,3535,26,462,1400,137243,14004,,"0,74%","2,58%","1,6%",1673,"13,07%","39,60%",10388,2106,"1,23%",11,4,568,46,"47,33%",6,-1,"33,95%","8,10%","1,008032129","0,78","35,85714286","5,85714286","3 582,57142857","1,02%",,,,,,
2020-05-19,3556,21,467,1412,138697,14153,,"0,59%","2,56%","1,1%",1677,"13,13%","39,71%",10394,1454,"1,44%",5,12,,,"47,16%",-568,-46,,,"0,9798387097","0,84","34,71428571","6,00000000","3 425,42857143","1,07%",,,,,,
2020-05-20,3598,42,470,1454,142729,14564,,"1,18%","2,52%","2,9%",1674,"13,06%","40,41%",10931,4032,"1,04%",3,42,539,29,"46,53%",539,29,"32,20%","5,38%","1,117391304","0,91","36,71428571","5,71428571","3 461,28571429","1,11%",,,,,,
2020-05-21,3641,43,473,1509,147511,15052,,"1,20%","2,47%","3,4%",1659,"12,99%","41,44%",11103,4782,"0,90%",3,55,510,27,"45,56%",-29,-2,"30,74%","5,29%","1,134782609","0,98","37,28571429","5,28571429","3 464,71428571","1,12%",,,,,,
2020-05-22,3678,37,476,1587,155801,15898,,"1,02%","2,36%","5,6%",1615,"12,94%","43,15%",11668,8290,"0,45%",3,78,483,23,"43,91%",-27,-4,"29,91%","4,76%","1,092050209","1,03","37,28571429","4,85714286","4 080,57142857","1,05%",,,,,,
2020-05-23,3713,35,482,1655,159260,16251,,"0,95%","2,33%","2,2%",1576,"12,98%","44,57%",11704,3459,"1,01%",6,68,462,21,"42,45%",-21,-2,"29,31%","4,55%","0,9230769231","1,03","34,28571429","4,85714286","3 975,85714286","1,01%",,,,,,
2020-05-24,3741,28,486,1690,162925,16625,,"0,75%","2,30%","2,3%",1565,"12,99%","45,18%",11934,3665,"0,76%",4,35,442,28,"41,83%",-20,7,"28,24%","6,33%","0,9430894309","1,03","33,14285714","5,00000000","3 969,71428571","0,98%",,,,,,
2020-05-25,3756,15,491,1711,164619,16798,,"0,40%","2,28%","1,0%",1554,"13,07%","45,55%",11810,1694,"0,89%",5,21,,,"41,37%",-442,-28,,,"0,8804780876","1,01","31,57142857","4,14285714","3 910,85714286","0,93%",,,,,,
2020-05-26,3771,15,499,1836,166263,16966,,"0,40%","2,27%","1,0%",1436,"13,23%","48,69%",11611,1644,"0,91%",8,125,436,27,"38,08%",436,27,"30,36%","6,19%","0,8847736626","1,00","30,71428571","4,57142857","3 938,00000000","0,85%",,,,,,
2020-05-27,3793,22,505,1856,169960,17343,,"0,58%","2,23%","2,2%",1432,"13,31%","48,93%",11616,3697,"0,60%",6,20,430,25,"37,75%",-6,-2,"30,03%","5,81%","0,7587548638","0,95","27,85714286","5,00000000","3 890,14285714","0,79%",,,,,,
2020-05-28,3816,23,509,1996,174011,17756,,"0,61%","2,19%","2,4%",1311,"13,34%","52,31%",11525,4051,"0,57%",4,140,404,24,"34,36%",-26,-1,"30,82%","5,94%","0,6704980843","0,88","25,00000000","5,14285714","3 785,71428571","0,74%",,,,,,
2020-05-29,3841,25,517,2024,180152,18383,,"0,66%","2,13%","3,5%",1300,"13,46%","52,69%",10763,6141,"0,41%",8,28,384,24,"33,85%",-20,0,"29,54%","6,25%","0,6245210728","0,81","23,28571429","5,85714286","3 478,71428571","0,74%",,,,,,
2020-05-30,3867,26,524,2142,183562,18731,,"0,68%","2,11%","1,9%",1201,"13,55%","55,39%",11408,3410,"0,76%",7,118,414,22,"31,06%",30,-2,"34,47%","5,31%","0,6416666667","0,77","22,00000000","6,00000000","3 471,71428571","0,70%",,,,,,
2020-05-31,3876,9,526,2147,185980,18978,,"0,23%","2,08%","1,3%",1203,"13,57%","55,39%",11540,2418,"0,37%",2,5,419,25,"31,04%",5,3,"34,83%","5,97%","0,5818965517","0,72","19,28571429","5,71428571","3 293,57142857","0,64%",,,,,,
2020-06-01,3892,16,527,2156,187965,19180,,"0,41%","2,07%","1,1%",1209,"13,54%","55,40%",11226,1985,"0,81%",1,9,417,25,"31,06%",-2,0,"34,49%","6,00%","0,6153846154","0,68","19,42857143","5,14285714","3 335,14285714","0,63%",,,,,,
2020-06-02,3921,29,532,2160,189969,19385,,"0,75%","2,06%","1,1%",1229,"13,57%","55,09%",11159,2004,"1,45%",5,4,427,24,"31,34%",10,-1,"34,74%","5,62%","0,6976744186","0,66","21,42857143","4,71428571","3 386,57142857","0,71%",,,,,,
2020-06-03,3931,10,534,2190,191572,19548,,"0,26%","2,05%","0,8%",1207,"13,58%","55,71%",11172,1603,"0,62%",2,30,414,24,"30,70%",-13,0,"34,30%","5,80%","0,7076923077","0,65","19,71428571","4,14285714","3 087,42857143","0,71%",,,,,,
2020-06-04,3954,23,539,2205,195894,19989,,"0,59%","2,02%","2,3%",1210,"13,63%","55,77%",10985,4322,"0,53%",5,15,406,24,"30,60%",-8,0,"33,55%","5,91%","0,7885714286","0,67","19,71428571","4,28571429","3 126,14285714","0,71%",,,,,,
2020-06-05,3970,16,542,2245,202606,20674,,"0,40%","1,96%","3,4%",1183,"13,65%","56,55%",9693,6712,"0,24%",3,40,397,21,"29,80%",-9,-3,"33,56%","5,29%","0,7914110429","0,69","18,42857143","3,57142857","3 207,71428571","0,68%",,,,,,
2020-06-06,3990,20,545,2279,206853,21107,,"0,50%","1,93%","2,1%",1166,"13,66%","57,12%",10133,4247,"0,47%",3,34,387,21,"29,22%",-10,0,"33,19%","5,43%","0,7987012987","0,71","17,57142857","3,00000000","3 327,28571429","0,64%",,,,,,
2020-06-07,4008,18,546,2279,210202,21449,,"0,45%","1,91%","1,6%",1183,"13,62%","56,86%",9916,3349,"0,54%",1,0,386,21,"29,52%",-1,0,"32,63%","5,44%","0,9777777778","0,77","18,85714286","2,85714286","3 460,28571429","0,67%",,,,,,
2020-06-08,4014,6,548,2284,210749,21505,,"0,15%","1,90%","0,3%",1182,"13,65%","56,90%",9665,547,"1,10%",1,5,385,21,"29,45%",-1,0,"32,57%","5,45%","0,8970588235","0,81","17,42857143","2,85714286","3 254,85714286","0,71%",,,,,,
2020-06-09,4017,3,550,2324,214468,21884,,"0,07%","1,87%","1,8%",1143,"13,69%","57,85%",,3719,"0,08%",2,40,365,20,"28,45%",-20,-1,"31,93%","5,48%","0,64","0,80","13,71428571","2,42857143","3 499,85714286","0,51%",,,,,,
2020-06-10,4027,10,551,2355,217689,22213,,"0,25%","1,85%","1,5%",1121,"13,68%","58,48%",8805,3221,"0,31%",1,31,344,20,"27,84%",-21,0,"30,69%","5,81%","0,6956521739","0,80","13,71428571","2,28571429","3 731,00000000","0,47%",,,,,,
2020-06-11,4039,12,553,2391,222247,22678,,"0,30%","1,82%","2,1%",1095,"13,69%","59,20%",9167,4558,"0,26%",2,36,321,19,"27,11%",-23,-1,"29,32%","5,92%","0,615942029","0,77","12,14285714","1,85714286","3 764,71428571","0,43%",,,,,,
2020-06-12,4053,14,555,2447,226669,23129,,"0,35%","1,79%","2,0%",1051,"13,69%","60,38%",8834,4422,"0,32%",2,56,290,20,"25,93%",-31,1,"27,59%","6,90%","0,6434108527","0,75","11,85714286","1,71428571","3 437,57142857","0,44%",,,,,,
2020-06-13,4064,11,559,2476,230169,23487,,"0,27%","1,77%","1,5%",1029,"13,75%","60,93%",,3500,"0,31%",4,29,283,20,"25,32%",-7,0,"27,50%","7,07%","0,6016260163","0,72","10,57142857","1,85714286","3 330,85714286","0,42%",,,,,,
2020-06-14,4069,5,562,2482,233742,23851,,"0,12%","1,74%","1,6%",1025,"13,81%","61,00%",7287,3573,"0,14%",3,6,275,20,"25,19%",-8,0,"26,83%","7,27%","0,4621212121","0,65","8,71428571","2,14285714","3 362,85714286","0,36%",,,,,,
2020-06-15,4076,7,563,2485,235377,24018,,"0,17%","1,73%","0,7%",1028,"13,81%","60,97%",7707,1635,"0,43%",1,3,275,19,"25,22%",0,-1,"26,75%","6,91%","0,5081967213","0,60","8,85714286","2,14285714","3 518,28571429","0,26%",,,,,,
2020-06-16,4077,1,565,2516,236828,24166,,"0,02%","1,72%","0,6%",996,"13,86%","61,71%",7545,1451,"0,07%",2,31,255,17,"24,43%",-20,-2,"25,60%","6,67%","0,625","0,59","8,57142857","2,14285714","3 194,28571429","0,26%",,,,,,
